avgEyeFixationDuration,timestamp,className,linesOfCode,linesOfComments,someAttribute
2,20240115092454502,ch.unisg.tapas.auctionhouse.adapter.in.messaging.http.ExecutorAddedEventListenerHttpAdapter,4.0,4.0,18.0
12,20240115094759105,ch.unisg.tapas.auctionhouse.adapter.in.messaging.http.ExecutorRemovedEventListenerHttpAdapter,4.0,4.0,16.0
2,20240115095446012,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.AuctionHouseEventMqttDispatcher,23.0,22.0,49.0
14,20240115093224501,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.AuctionStartedEventListenerMqttAdapter,3.0,3.0,41.0
10,20240115091222248,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.ExecutorAddedEventListenerMqttAdapter,6.0,4.0,31.0
12,20240115092406273,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.PlaceBidForAuctionEventListenerMqttAdapter,12,12,31.0
11,20240115092344744,ch.unisg.tapas.auctionhouse.adapter.in.messaging.websub.AuctionStartedEventListenerWebSubAdapter,3.0,3.0,49.0
13,20240115095614364,ch.unisg.tapas.auctionhouse.adapter.in.messaging.websub.WebSubIntentVerificationListener,4.0,3.0,212
6,20240115094853415,ch.unisg.tapas.auctionhouse.adapter.in.web.LaunchAuctionWebController,18.0,15.0,43.0
15,20240115091129204,ch.unisg.tapas.auctionhouse.adapter.in.web.PlaceBidForAuctionWebController,12,12,22.0
6,20240115090717785,ch.unisg.tapas.auctionhouse.adapter.in.web.RetrieveAuctionWebController,13.0,13.0,34.0
13,20240115094456108,ch.unisg.tapas.auctionhouse.adapter.in.web.RetrieveOpenAuctionsWebController,14.0,13.0,412
15,20240115094943654,ch.unisg.tapas.auctionhouse.adapter.in.web.SubscribeToAuctionFeedDirectoryWebController,13.0,12.0,512
8,20240115095230749,ch.unisg.tapas.auctionhouse.adapter.in.web.SubscribeToAuctionFeedWebController,11.0,11.0,24.0
7,20240115090644228,ch.unisg.tapas.auctionhouse.adapter.out.messaging.http.AuctionWonEventHttpAdapter,5.0,4.0,39.0
7,20240115090756507,ch.unisg.tapas.auctionhouse.adapter.out.messaging.mqtt.PlaceBidForAuctionMqttAdapter,4.0,3.0,35.0
14,20240115094254278,ch.unisg.tapas.auctionhouse.adapter.out.messaging.mqtt.PublishAuctionStartedEventMqttAdapter,6.0,3.0,42.0
3,20240115095639050,ch.unisg.tapas.auctionhouse.adapter.out.messaging.mqtt.SubscribeToAuctionFeedMqttAdapter,3.0,12,24.0
2,20240115094421138,ch.unisg.tapas.auctionhouse.adapter.out.messaging.websub.PublishAuctionStartedEventWebSubAdapter,112,3.0,43.0
6,20240115092924773,ch.unisg.tapas.auctionhouse.adapter.out.messaging.websub.SubscribeToAuctionFeedWebSubAdapter,4.0,12,47.0
15,20240115093109969,ch.unisg.tapas.auctionhouse.adapter.out.web.AuctionHouseDirectoryAdapter,9.0,7.0,38.0
7,20240115093339367,ch.unisg.tapas.auctionhouse.adapter.out.web.PlaceBidForAuctionHttpAdapter,3.0,3.0,32.0
11,20240115092901242,ch.unisg.tapas.auctionhouse.application.handler.AuctionStartedHandler,112,112,36.0
10,20240115092542147,ch.unisg.tapas.auctionhouse.application.handler.ExecutorAddedHandler,12,12,8.0
11,20240115095048880,ch.unisg.tapas.auctionhouse.application.handler.ExecutorRemovedHandler,4.0,4.0,11.0
12,20240115092749951,ch.unisg.tapas.auctionhouse.application.port.in.auctions.AuctionStartedEvent,3.0,3.0,12.0
6,20240115092637448,ch.unisg.tapas.auctionhouse.application.port.in.auctions.LaunchAuctionCommand,112,112,28.0
13,20240115095546153,ch.unisg.tapas.auctionhouse.application.port.in.auctions.PlaceBidForAuctionEvent,12,12,112
3,20240115095706438,ch.unisg.tapas.auctionhouse.application.port.in.auctions.RetrieveAuctionQuery,3.0,3.0,12.0
5,20240115093744057,ch.unisg.tapas.auctionhouse.application.port.in.auctions.RetrieveOpenAuctionsQuery,4.0,4.0,5.0
12,20240115092728539,ch.unisg.tapas.auctionhouse.application.port.in.executors.ExecutorAddedEvent,8.0,8.0,212
7,20240115093652353,ch.unisg.tapas.auctionhouse.application.port.in.executors.ExecutorRemovedEvent,8.0,8.0,17.0
7,20240115093940297,ch.unisg.tapas.auctionhouse.application.port.in.feeds.SubscribeToAuctionFeedCommand,3.0,3.0,12.0
13,20240115092020516,ch.unisg.tapas.auctionhouse.application.port.in.feeds.SubscribeToAuctionFeedDirectoryCommand,3.0,3.0,12.0
15,20240115090523545,ch.unisg.tapas.auctionhouse.application.port.out.OutputPortError,12,12,5.0
2,20240115094311427,ch.unisg.tapas.auctionhouse.application.service.PlaceBidForAuctionService,12,12,16.0
9,20240115095722761,ch.unisg.tapas.auctionhouse.application.service.RetrieveAuctionService,4.0,4.0,11.0
2,20240115095331945,ch.unisg.tapas.auctionhouse.application.service.RetrieveOpenAuctionsService,4.0,4.0,11.0
2,20240115092159863,ch.unisg.tapas.auctionhouse.application.service.StartAuctionService,16.0,11.0,47.0
4,20240115090702234,ch.unisg.tapas.auctionhouse.application.service.SubscribeToAuctionFeedDirectoryService,12,12,17.0
7,20240115094437275,ch.unisg.tapas.auctionhouse.application.service.SubscribeToAuctionFeedService,12,12,9.0
2,20240115091652868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
11,20240115090444903,ch.unisg.tapas.auctionhouse.domain.AuctionNotFoundError,12,12,1.0
12,20240115092802837,ch.unisg.tapas.auctionhouse.domain.AuctionRegistry,41.0,41.0,84.0
2,20240115092620206,ch.unisg.tapas.auctionhouse.domain.AuctionStartedEvent,3.0,3.0,112
3,20240115091016574,ch.unisg.tapas.auctionhouse.domain.AuctionWonEvent,4.0,3.0,14.0
10,20240115091631577,ch.unisg.tapas.auctionhouse.domain.Bid,22.0,11.0,39.0
6,20240115090859135,ch.unisg.tapas.auctionhouse.domain.ExecutorRegistry,26.0,26.0,64.0
6,20240115094441446,ch.unisg.tapas.common.ConfigProperties,42.0,42.0,68.0
10,20240115095737160,ch.unisg.tapas.common.SelfValidating,4.0,4.0,17.0
10,20240115092711139,ch.unisg.tapas.TapasAuctionHouseApplication,3.0,3.0,9.0
7,20240115094246664,ch.unisg.tapas.TapasAuctionHouseApplicationTests,12,12,6.0
15,20240115091233044,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.formats.AssignedTaskToExecutorJsonRepresentation,12,12,16.0
8,20240115093816105,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.formats.ExecutorJsonRepresentation,12,12,14.0
9,20240115090150690,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebController,1.0,12,36.0
6,20240115092405299,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebControllerTest,5.0,12,412
11,20240115093009324,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.web.ReceiveExecutorFromExecutorPoolWebController,12,12,23.0
6,20240115091605137,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.out.formats.TaskEventJsonRepresentation,12,12,112
5,20240115094459431,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.out.web.PublishNewExecutorAvailableEventWebAdapter,12,12,31.0
5,20240115091208658,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,37.0
8,20240115090744489,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.in.AddExecutorToExecutorListCommand,12,12,17.0
4,20240115091535044,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.in.AssignedTaskToExecutorCommand,12,12,15.0
15,20240115094836303,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.NewExecutorAvailableEvent,12,12,8.0
2,20240115094100810,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.TaskUpdatedEvent,12,12,8.0
12,20240115095642500,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AddExecutorToExecutorListService,12,12,212
4,20240115093332215,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
12,20240115095129847,ch.unisg.tapasexecutorcalculator.executorcalculator.domain.Executor,1.0,12,42.0
8,20240115091715602,ch.unisg.tapasexecutorcalculator.executorcalculator.domain.ExecutorList,12,12,24.0
11,20240115090704723,ch.unisg.tapasexecutorcalculator.executorcalculator.domain.Task,12,12,32.0
3,20240115093255470,ch.unisg.tapasexecutorcalculator.TapasExecutorCalculatorApplication,12,12,6.0
11,20240115093312967,ch.unisg.tapasexecutorcalculator.TapasExecutorPrinterApplicationTests,12,12,6.0
8,20240115093932876,ch.unisg.tapasexecutorpool.executorpool.adapter.in.formats.ExecutorJsonRepresentation,1.0,12,312
12,20240115095757970,ch.unisg.tapasexecutorpool.executorpool.adapter.in.formats.ExecutorTypeJsonRepresentation,1.0,12,9.0
10,20240115091653516,ch.unisg.tapasexecutorpool.executorpool.adapter.in.formats.RetrieveExecutorByTypeJsonRepresentation,12,12,26.0
7,20240115090026311,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.AddNewExecutorToExecutorPoolWebController,1.0,12,32.0
10,20240115091051892,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.AddNewExecutorToExecutorPoolWebControllerTest,4.0,12,36.0
15,20240115093343910,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.DeleteExecutorFromExecutorPoolWebController,2.0,12,23.0
2,20240115094259300,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.RetrieveExecutorById,12,12,19.0
7,20240115094302684,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.RetrieveExecutorByTypeWebController,1.0,12,28.0
6,20240115094040254,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.ExecutorMapper,12,12,18.0
12,20240115095647890,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.ExecutorPersistenceAdapter,2.0,12,47.0
2,20240115095427202,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.ExecutorPersistenceAdapterTest,2.0,12,47.0
8,20240115095855945,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.MongoExecutorDocument,12,12,19.0
9,20240115093902317,ch.unisg.tapasexecutorpool.executorpool.adapter.out.web.PublishExecutorDeletedWebAdapter,2.0,12,412
9,20240115095532768,ch.unisg.tapasexecutorpool.executorpool.AddNewExecutorToExecutorPoolSystemTest,1.0,12,39.0
12,20240115093320906,ch.unisg.tapasexecutorpool.executorpool.application.port.in.AddNewExecutorToExecutorPoolCommand,12,12,17.0
12,20240115094416090,ch.unisg.tapasexecutorpool.executorpool.application.port.in.DeleteExecutorFromExecutorPoolQuery,12,12,8.0
12,20240115091129666,ch.unisg.tapasexecutorpool.executorpool.application.port.in.RetrieveExecutorByIdQuery,12,12,7.0
9,20240115094430262,ch.unisg.tapasexecutorpool.executorpool.application.port.in.RetrieveExecutorByTypeQuery,12,12,8.0
11,20240115091853989,ch.unisg.tapasexecutorpool.executorpool.application.service.AddNewExecutorToExecutorPoolService,12,12,33.0
5,20240115094507529,ch.unisg.tapasexecutorpool.executorpool.application.service.DeleteExecutorFromExecutorPoolService,12,12,23.0
6,20240115095036766,ch.unisg.tapasexecutorpool.executorpool.application.service.RetrieveExecutorByIdService,12,12,22.0
15,20240115090250302,ch.unisg.tapasexecutorpool.executorpool.application.service.RetrieveExecutorByTypeService,12,12,15.0
14,20240115090252152,ch.unisg.tapasexecutorpool.executorpool.application.service.RetrieveExecutorByTypeServiceTest,4.0,12,41.0
14,20240115092229699,ch.unisg.tapasexecutorpool.executorpool.DependencyRuleTest,12,12,24.0
12,20240115092628890,ch.unisg.tapasexecutorpool.executorpool.domain.Executor,12,12,58.0
3,20240115094543181,ch.unisg.tapasexecutorpool.executorpool.domain.ExecutorNotFoundError,12,12,1.0
6,20240115093534226,ch.unisg.tapasexecutorpool.executorpool.domain.ExecutorPool,12,12,54.0
7,20240115091617584,ch.unisg.tapasexecutorpool.executorpool.domain.ExecutorTest,9.0,12,29.0
4,20240115090250961,ch.unisg.tapasexecutorpool.TapasExecutorPoolApplication,12,12,7.0
9,20240115091354440,ch.unisg.tapasexecutorpool.TapasExecutorPoolApplicationTests,12,12,6.0
5,20240115091206297,ch.unisg.tapasexecutorprinter.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebControllerTest,5.0,12,412
9,20240115095640061,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.formats.AssignedTaskToExecutorJsonRepresentation,12,12,16.0
12,20240115092707984,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.formats.ExecutorJsonRepresentation,12,12,14.0
3,20240115094026317,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.web.ReceiveAssignedTaskToExecutorWebController,1.0,12,36.0
15,20240115090350356,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.web.ReceiveExecutorFromExecutorPoolWebController,12,12,23.0
3,20240115092418333,ch.unisg.tapasexecutorprinter.executorprinter.adapter.out.formats.TaskEventJsonRepresentation,12,12,112
9,20240115095543692,ch.unisg.tapasexecutorprinter.executorprinter.adapter.out.web.PublishNewExecutorAvailableEventWebAdapter,12,12,31.0
13,20240115094407292,ch.unisg.tapasexecutorprinter.executorprinter.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,37.0
11,20240115095023490,ch.unisg.tapasexecutorprinter.executorprinter.application.port.in.AddExecutorToExecutorListCommand,12,12,17.0
9,20240115090751882,ch.unisg.tapasexecutorprinter.executorprinter.application.port.in.AssignedTaskToExecutorCommand,12,12,15.0
4,20240115093816281,ch.unisg.tapasexecutorprinter.executorprinter.application.port.out.NewExecutorAvailableEvent,12,12,8.0
4,20240115090642279,ch.unisg.tapasexecutorprinter.executorprinter.application.port.out.TaskUpdatedEvent,12,12,8.0
4,20240115092328555,ch.unisg.tapasexecutorprinter.executorprinter.application.service.AddExecutorToExecutorListService,12,12,212
10,20240115091012103,ch.unisg.tapasexecutorprinter.executorprinter.application.service.AssignedTaskToExecutorService,112,12,42.0
13,20240115093948762,ch.unisg.tapasexecutorprinter.executorprinter.domain.Executor,1.0,12,38.0
2,20240115091339018,ch.unisg.tapasexecutorprinter.executorprinter.domain.ExecutorList,12,12,24.0
5,20240115092357498,ch.unisg.tapasexecutorprinter.executorprinter.domain.Task,12,12,32.0
6,20240115095831636,ch.unisg.tapasexecutorprinter.TapasExecutorPrinterApplication,12,12,6.0
10,20240115090554855,ch.unisg.tapasexecutorprinter.TapasExecutorPrinterApplicationTests,12,12,6.0
5,20240115090024752,ch.unisg.tapasexecutorweatherman.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebControllerTest,5.0,12,412
2,20240115090046374,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.in.formats.AssignedTaskToExecutorJsonRepresentation,12,12,16.0
10,20240115090426644,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.in.web.ReceiveAssignedTaskToExecutorWebController,1.0,12,36.0
14,20240115090138731,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.out.formats.TaskEventJsonRepresentation,12,12,112
8,20240115091350193,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,37.0
7,20240115095333394,ch.unisg.tapasexecutorweatherman.executorweatherman.application.port.in.AssignedTaskToExecutorCommand,12,12,15.0
11,20240115091358674,ch.unisg.tapasexecutorweatherman.executorweatherman.application.port.out.TaskUpdatedEvent,12,12,10.0
4,20240115094118580,ch.unisg.tapasexecutorweatherman.executorweatherman.application.service.AssignedTaskToExecutorService,6.0,12,38.0
2,20240115090548450,ch.unisg.tapasexecutorweatherman.executorweatherman.domain.Executor,8.0,12,612
9,20240115091101006,ch.unisg.tapasexecutorweatherman.executorweatherman.domain.Task,12,12,32.0
7,20240115095450260,ch.unisg.tapasexecutorweatherman.TapasExecutorPrinterApplicationTests,12,12,6.0
13,20240115093913828,ch.unisg.tapasexecutorweatherman.TapasExecutorWeathermanApplication,12,12,6.0
5,20240115092853266,ch.unisg.tapasroster.common.SelfValidating,4.0,4.0,17.0
8,20240115093657192,ch.unisg.tapasroster.roster.adapter.in.formats.AssignmentsJsonRepresentation,7.0,12,45.0
10,20240115092626597,ch.unisg.tapasroster.roster.adapter.in.formats.ExecutorJsonRepresentation,12,12,212
3,20240115091301171,ch.unisg.tapasroster.roster.adapter.in.formats.TaskEventJsonRepresentation,12,12,112
6,20240115095247479,ch.unisg.tapasroster.roster.adapter.in.formats.TaskJsonRepresentation,12,12,23.0
9,20240115090341771,ch.unisg.tapasroster.roster.adapter.in.messaging.http.TaskEventDispatcher,12,12,26.0
6,20240115092334807,ch.unisg.tapasroster.roster.adapter.in.web.ReceiveAvailableExecutorWebController,1.0,12,32.0
7,20240115091747487,ch.unisg.tapasroster.roster.adapter.in.web.ReceiveTaskFromTastListWebController,1.0,12,34.0
2,20240115090405328,ch.unisg.tapasroster.roster.adapter.in.web.RetrieveAllAssignmentsWebController,12,12,19.0
6,20240115091816620,ch.unisg.tapasroster.roster.adapter.out.formats.AuctionJsonRepresentation,12,12,22.0
10,20240115094335350,ch.unisg.tapasroster.roster.adapter.out.formats.ExecutorJsonRepresentation,12,12,18.0
6,20240115095935721,ch.unisg.tapasroster.roster.adapter.out.formats.FindExecutorByTypeRequestJsonRepresentation,1.0,12,9.0
13,20240115092246925,ch.unisg.tapasroster.roster.adapter.out.persistence.mongodb.AssignmentMapper,12,12,37.0
5,20240115093748363,ch.unisg.tapasroster.roster.adapter.out.persistence.mongodb.AssignmentPersistenceAdapter,12,12,31.0
11,20240115094232974,ch.unisg.tapasroster.roster.adapter.out.persistence.mongodb.MongoAssignmentDocument,12,12,38.0
7,20240115094243656,ch.unisg.tapasroster.roster.adapter.out.web.FindExecutorByTypeWebAdapter,16.0,12,61.0
2,20240115094526683,ch.unisg.tapasroster.roster.adapter.out.web.LaunchAuctionWebAdapter,12,12,37.0
14,20240115091116271,ch.unisg.tapasroster.roster.adapter.out.web.PublishTaskAssignedToExecutorEventWebAdapter,12,12,31.0
9,20240115090604325,ch.unisg.tapasroster.roster.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,38.0
6,20240115093129814,ch.unisg.tapasroster.roster.application.port.in.AddExecutorToAvailableExecutorsCommand,12,12,17.0
13,20240115095632492,ch.unisg.tapasroster.roster.application.port.in.AddTaskToAssignmentsCommand,12,12,8.0
10,20240115090543699,ch.unisg.tapasroster.roster.application.port.in.AssignTaskToExecutorCommand,12,12,8.0
14,20240115090911494,ch.unisg.tapasroster.roster.application.port.in.TaskEvent,12,12,9.0
2,20240115092855066,ch.unisg.tapasroster.roster.application.port.out.TaskAssignedToExecutorEvent,12,12,19.0
10,20240115093419864,ch.unisg.tapasroster.roster.application.port.out.TaskUpdatedEvent,12,12,34.0
12,20240115091211629,ch.unisg.tapasroster.roster.application.service.AddExecutorToAvailableExecutorsService,12,12,16.0
15,20240115091803518,ch.unisg.tapasroster.roster.application.service.AddTaskToAssignmentsService,12,12,24.0
12,20240115094619181,ch.unisg.tapasroster.roster.application.service.AssignTaskToExecutorService,5.0,12,37.0
7,20240115095456410,ch.unisg.tapasroster.roster.application.service.GetAllAssignmentsService,12,12,12.0
11,20240115095934268,ch.unisg.tapasroster.roster.application.service.TaskEventHandlerService,2.0,12,44.0
7,20240115092249002,ch.unisg.tapasroster.roster.AssignTaskToExecutorSystemTest,1.0,12,44.0
15,20240115095200399,ch.unisg.tapasroster.roster.DependencyRuleTest,12,12,23.0
15,20240115090405087,ch.unisg.tapasroster.roster.domain.Assignment,2.0,12,79.0
3,20240115094858890,ch.unisg.tapasroster.roster.domain.AssignmentList,12,12,28.0
2,20240115091658868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
6,20240115091606995,ch.unisg.tapasroster.roster.domain.AssignmentNotFoundError,12,12,2.0
12,20240115093500702,ch.unisg.tapasroster.roster.domain.Executor,12,12,24.0
5,20240115095014312,ch.unisg.tapasroster.roster.domain.ExecutorList,12,12,25.0
13,20240115090801685,ch.unisg.tapasroster.roster.domain.Task,12,12,24.0
15,20240115094447612,ch.unisg.tapasroster.TapasRosterApplication,12,12,6.0
5,20240115092409626,ch.unisg.tapasroster.TapasRosterApplicationTests,12,12,6.0
4,20240115090249854,ch.unisg.tapastasks.common.SelfValidating,4.0,4.0,17.0
2,20240115093145571,ch.unisg.tapastasks.TapasTasksApplication,12,12,8.0
2,20240115091752868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
9,20240115092338526,ch.unisg.tapastasks.TapasTasksApplicationTests,12,12,6.0
12,20240115091346049,ch.unisg.tapastasks.tasks.adapter.in.formats.StatusJsonRepresentation,13.0,11.0,31.0
11,20240115093137739,ch.unisg.tapastasks.tasks.adapter.in.formats.TaskJsonPatchRepresentation,28.0,28.0,78.0
4,20240115095708760,ch.unisg.tapastasks.tasks.adapter.in.formats.TaskJsonRepresentation,53.0,33.0,117.0
12,20240115094411488,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskAssignedEventListenerHttpAdapter,15.0,15.0,26.0
12,20240115094615696,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskEventHttpDispatcher,34.0,26.0,74.0
2,20240115095824713,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskEventListener,13.0,13.0,16.0
3,20240115093343316,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskExecutedEventListenerHttpAdapter,14.0,14.0,27.0
15,20240115090217777,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskStartedEventListenerHttpAdapter,13.0,13.0,24.0
9,20240115091825342,ch.unisg.tapastasks.tasks.adapter.in.messaging.UnknownEventException,12,12,1.0
11,20240115090643334,ch.unisg.tapastasks.tasks.adapter.in.web.AddNewTaskToTaskListWebController,19.0,9.0,46.0
2,20240115093919133,ch.unisg.tapastasks.tasks.adapter.in.web.AddNewTaskToTaskListWebControllerTest,12,12,35.0
10,20240115092739021,ch.unisg.tapastasks.tasks.adapter.in.web.CheckStatusOfTaskWebController,15.0,14.0,37.0
14,20240115094244336,ch.unisg.tapastasks.tasks.adapter.in.web.DeleteTaskFromTaskListWebController,2.0,12,23.0
6,20240115093442877,ch.unisg.tapastasks.tasks.adapter.in.web.RetrieveTaskFromTaskListWebController,15.0,14.0,35.0
6,20240115092054429,ch.unisg.tapastasks.tasks.adapter.in.web.RetrieveTasksByStatusWebController,5.0,5.0,25.0
14,20240115092817189,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.MongoTaskDocument,12,12,26.0
5,20240115095033317,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.TaskMapper,12,12,412
7,20240115095238561,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.TaskPersistenceAdapter,2.0,12,54.0
13,20240115095236967,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.TaskPersistenceAdapterTest,12,12,612
9,20240115092057639,ch.unisg.tapastasks.tasks.adapter.out.web.PublishDelegatedTaskExecutedEventWebAdapter,12,12,26.0
5,20240115092355253,ch.unisg.tapastasks.tasks.adapter.out.web.PublishNewTaskAddedEventWebAdapter,4.0,12,35.0
7,20240115092329559,ch.unisg.tapastasks.tasks.AddNewTaskToTaskListSystemTest,12,12,39.0
3,20240115091623432,ch.unisg.tapastasks.tasks.application.handler.TaskAssignedHandler,12,12,16.0
15,20240115092234249,ch.unisg.tapastasks.tasks.application.handler.TaskExecutedHandler,1.0,12,26.0
7,20240115091112241,ch.unisg.tapastasks.tasks.application.handler.TaskStartedHandler,12,12,16.0
5,20240115090958343,ch.unisg.tapastasks.tasks.application.port.in.AddNewTaskToTaskListCommand,12,12,19.0
7,20240115090722805,ch.unisg.tapastasks.tasks.application.port.in.CheckStatusOfTaskQuery,12,12,9.0
3,20240115092007070,ch.unisg.tapastasks.tasks.application.port.in.DeleteTaskFromTaskListQuery,12,12,9.0
2,20240115091745943,ch.unisg.tapastasks.tasks.application.port.in.RetrieveTaskFromTaskListQuery,12,12,9.0
3,20240115093316803,ch.unisg.tapastasks.tasks.application.port.in.RetrieveTasksByStatusQuery,12,12,9.0
8,20240115092628353,ch.unisg.tapastasks.tasks.application.port.in.TaskAssignedEvent,12,12,12.0
12,20240115094854837,ch.unisg.tapastasks.tasks.application.port.in.TaskExecutedEvent,12,12,15.0
13,20240115095352445,ch.unisg.tapastasks.tasks.application.port.in.TaskStartedEvent,12,12,12.0
11,20240115095317972,ch.unisg.tapastasks.tasks.application.port.out.DelegatedTaskExecutedEvent,12,12,112
10,20240115095542958,ch.unisg.tapastasks.tasks.application.port.out.NewTaskAddedEvent,12,12,12.0
5,20240115095935948,ch.unisg.tapastasks.tasks.application.service.AddNewTaskToTaskListService,5.0,12,39.0
4,20240115091934018,ch.unisg.tapastasks.tasks.application.service.AddNewTaskToTaskListServiceTest,12,12,33.0
9,20240115090310218,ch.unisg.tapastasks.tasks.application.service.CheckStatusOfTaskService,2.0,12,212
9,20240115091102924,ch.unisg.tapastasks.tasks.application.service.DeleteTaskFromTaskListService,12,12,21.0
4,20240115093412001,ch.unisg.tapastasks.tasks.application.service.NoOpTaskListLock,2.0,12,11.0
15,20240115091443394,ch.unisg.tapastasks.tasks.application.service.RetrieveTaskFromTaskListService,2.0,12,212
3,20240115095051521,ch.unisg.tapastasks.tasks.application.service.RetrieveTasksByStatusService,12,12,14.0
9,20240115094246017,ch.unisg.tapastasks.tasks.archunit.Adapters,12,12,45.0
2,20240115091952868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
5,20240115094518542,ch.unisg.tapastasks.tasks.archunit.ApplicationLayer,12,12,42.0
4,20240115090347350,ch.unisg.tapastasks.tasks.archunit.ArchitectureElement,12,12,512
7,20240115093216963,ch.unisg.tapastasks.tasks.archunit.HexagonalArchitecture,12,12,44.0
9,20240115092243118,ch.unisg.tapastasks.tasks.DependencyRuleTests,12,12,13.0
9,20240115091032760,ch.unisg.tapastasks.tasks.domain.Task,5.0,1.0,56.0
14,20240115092948419,ch.unisg.tapastasks.tasks.domain.TaskList,112,1.0,77.0
6,20240115093334453,ch.unisg.tapastasks.tasks.domain.TaskNotFoundError,12,12,1.0
4,20240115092748565,ch.unisg.app.AppApplication,2.0,12,17.0
14,20240115091157083,ch.unisg.app.AppApplicationTests,12,12,6.0
5,20240115091442333,ch.unisg.app.HelloController,12,12,7.0
4,20240115095427523,ch.unisg.app.NewExecutorController,1.0,12,67.0
2,20240115092252868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
2,20240115090951311,ch.unisg.app.NewTaskController,5.0,12,97.0
8,20240115094717823,ch.unisg.tapas.auctionhouse.adapter.common.clients.TapasMqttClient,37.0,36.0,87.0
12,20240115092216866,ch.unisg.tapas.auctionhouse.adapter.common.formats.AuctionJsonRepresentation,6.0,6.0,67.0
14,20240115091235930,ch.unisg.tapas.auctionhouse.adapter.common.formats.BidJsonRepresentation,12,12,22.0
2,20240115095542367,ch.unisg.tapas.auctionhouse.adapter.common.formats.DelegateTaskJsonRepresentation,12,12,18.0
5,20240115090018008,ch.unisg.tapas.auctionhouse.adapter.in.messaging.http.ExecutorAddedEventListenerHttpAdapter,4.0,4.0,18.0
2,20240115095749869,ch.unisg.tapas.auctionhouse.adapter.in.messaging.http.ExecutorRemovedEventListenerHttpAdapter,4.0,4.0,16.0
2,20240115095516311,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.AuctionHouseEventMqttDispatcher,23.0,22.0,49.0
