eye_fixation_duration,number_of_annotations,timestamp,class_path,participant_number,task_id,number_of_dependencies
437.66,12,20240115093957647,ch.unisg.tapastasks.tasks.application.service.NoOpTaskListLock,2.0,12,11.0
693.80,6,20240115091529004,ch.unisg.tapastasks.tasks.application.service.RetrieveTaskFromTaskListService,2.0,12,212
491.18,7,20240115094738656,ch.unisg.tapastasks.tasks.application.service.RetrieveTasksByStatusService,12,12,14.0
474.02,5,20240115092900818,ch.unisg.tapastasks.tasks.archunit.Adapters,12,12,45.0
750.00,8,20240115092907966,ch.unisg.tapastasks.tasks.archunit.ApplicationLayer,12,12,42.0
595.21,14,20240115092539959,ch.unisg.tapastasks.tasks.archunit.ArchitectureElement,12,12,512
578.62,9,20240115094354405,ch.unisg.tapastasks.tasks.archunit.HexagonalArchitecture,12,12,44.0
628.44,10,20240115095801799,ch.unisg.tapastasks.tasks.DependencyRuleTests,12,12,13.0
313.83,7,20240115095053581,ch.unisg.tapastasks.tasks.domain.Task,5.0,1.0,56.0
310.76,3,20240115095323704,ch.unisg.tapastasks.tasks.domain.TaskList,112,1.0,77.0
346.62,10,20240115090939630,ch.unisg.tapastasks.tasks.domain.TaskNotFoundError,12,12,1.0
677.87,9,20240115093148240,ch.unisg.app.AppApplication,2.0,12,17.0
243.76,5,20240115094753114,ch.unisg.app.AppApplicationTests,12,12,6.0
473.35,6,20240115093317564,ch.unisg.app.HelloController,12,12,7.0
591.56,3,20240115095321401,ch.unisg.app.NewExecutorController,1.0,12,67.0
430.46,3,20240115094938368,ch.unisg.app.NewTaskController,5.0,12,97.0
487.28,8,20240115095231271,ch.unisg.tapas.auctionhouse.adapter.common.clients.TapasMqttClient,37.0,36.0,87.0
499.21,14,20240115092652215,ch.unisg.tapas.auctionhouse.adapter.common.formats.AuctionJsonRepresentation,6.0,6.0,67.0
266.28,6,20240115091253344,ch.unisg.tapas.auctionhouse.adapter.common.formats.BidJsonRepresentation,12,12,22.0
364.24,2,20240115090159880,ch.unisg.tapas.auctionhouse.adapter.common.formats.DelegateTaskJsonRepresentation,12,12,18.0
369.58,2,20240115092454502,ch.unisg.tapas.auctionhouse.adapter.in.messaging.http.ExecutorAddedEventListenerHttpAdapter,4.0,4.0,18.0
360.38,12,20240115094759105,ch.unisg.tapas.auctionhouse.adapter.in.messaging.http.ExecutorRemovedEventListenerHttpAdapter,4.0,4.0,16.0
160.97,2,20240115095446012,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.AuctionHouseEventMqttDispatcher,23.0,22.0,49.0
449.24,14,20240115093224501,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.AuctionStartedEventListenerMqttAdapter,3.0,3.0,41.0
217.08,10,20240115091222248,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.ExecutorAddedEventListenerMqttAdapter,6.0,4.0,31.0
567.65,12,20240115092406273,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.PlaceBidForAuctionEventListenerMqttAdapter,12,12,31.0
597.33,11,20240115092344744,ch.unisg.tapas.auctionhouse.adapter.in.messaging.websub.AuctionStartedEventListenerWebSubAdapter,3.0,3.0,49.0
575.71,13,20240115095614364,ch.unisg.tapas.auctionhouse.adapter.in.messaging.websub.WebSubIntentVerificationListener,4.0,3.0,212
468.67,6,20240115094853415,ch.unisg.tapas.auctionhouse.adapter.in.web.LaunchAuctionWebController,18.0,15.0,43.0
405.08,15,20240115091129204,ch.unisg.tapas.auctionhouse.adapter.in.web.PlaceBidForAuctionWebController,12,12,22.0
333.45,6,20240115090717785,ch.unisg.tapas.auctionhouse.adapter.in.web.RetrieveAuctionWebController,13.0,13.0,34.0
750.00,13,20240115094456108,ch.unisg.tapas.auctionhouse.adapter.in.web.RetrieveOpenAuctionsWebController,14.0,13.0,412
293.80,15,20240115094943654,ch.unisg.tapas.auctionhouse.adapter.in.web.SubscribeToAuctionFeedDirectoryWebController,13.0,12.0,512
689.37,8,20240115095230749,ch.unisg.tapas.auctionhouse.adapter.in.web.SubscribeToAuctionFeedWebController,11.0,11.0,24.0
438.33,7,20240115090644228,ch.unisg.tapas.auctionhouse.adapter.out.messaging.http.AuctionWonEventHttpAdapter,5.0,4.0,39.0
361.20,7,20240115090756507,ch.unisg.tapas.auctionhouse.adapter.out.messaging.mqtt.PlaceBidForAuctionMqttAdapter,4.0,3.0,35.0
539.95,14,20240115094254278,ch.unisg.tapas.auctionhouse.adapter.out.messaging.mqtt.PublishAuctionStartedEventMqttAdapter,6.0,3.0,42.0
692.19,3,20240115095639050,ch.unisg.tapas.auctionhouse.adapter.out.messaging.mqtt.SubscribeToAuctionFeedMqttAdapter,3.0,12,24.0
343.71,2,20240115094421138,ch.unisg.tapas.auctionhouse.adapter.out.messaging.websub.PublishAuctionStartedEventWebSubAdapter,112,3.0,43.0
440.95,6,20240115092924773,ch.unisg.tapas.auctionhouse.adapter.out.messaging.websub.SubscribeToAuctionFeedWebSubAdapter,4.0,12,47.0
561.65,15,20240115093109969,ch.unisg.tapas.auctionhouse.adapter.out.web.AuctionHouseDirectoryAdapter,9.0,7.0,38.0
516.21,7,20240115093339367,ch.unisg.tapas.auctionhouse.adapter.out.web.PlaceBidForAuctionHttpAdapter,3.0,3.0,32.0
330.01,11,20240115092901242,ch.unisg.tapas.auctionhouse.application.handler.AuctionStartedHandler,112,112,36.0
716.33,10,20240115092542147,ch.unisg.tapas.auctionhouse.application.handler.ExecutorAddedHandler,12,12,8.0
506.88,11,20240115095048880,ch.unisg.tapas.auctionhouse.application.handler.ExecutorRemovedHandler,4.0,4.0,11.0
458.09,12,20240115092749951,ch.unisg.tapas.auctionhouse.application.port.in.auctions.AuctionStartedEvent,3.0,3.0,12.0
560.57,6,20240115092637448,ch.unisg.tapas.auctionhouse.application.port.in.auctions.LaunchAuctionCommand,112,112,28.0
747.13,13,20240115095546153,ch.unisg.tapas.auctionhouse.application.port.in.auctions.PlaceBidForAuctionEvent,12,12,112
331.21,3,20240115095706438,ch.unisg.tapas.auctionhouse.application.port.in.auctions.RetrieveAuctionQuery,3.0,3.0,12.0
387.77,5,20240115093744057,ch.unisg.tapas.auctionhouse.application.port.in.auctions.RetrieveOpenAuctionsQuery,4.0,4.0,5.0
469.93,12,20240115092728539,ch.unisg.tapas.auctionhouse.application.port.in.executors.ExecutorAddedEvent,8.0,8.0,212
343.50,7,20240115093652353,ch.unisg.tapas.auctionhouse.application.port.in.executors.ExecutorRemovedEvent,8.0,8.0,17.0
206.89,7,20240115093940297,ch.unisg.tapas.auctionhouse.application.port.in.feeds.SubscribeToAuctionFeedCommand,3.0,3.0,12.0
497.66,13,20240115092020516,ch.unisg.tapas.auctionhouse.application.port.in.feeds.SubscribeToAuctionFeedDirectoryCommand,3.0,3.0,12.0
378.01,15,20240115090523545,ch.unisg.tapas.auctionhouse.application.port.out.OutputPortError,12,12,5.0
323.57,2,20240115094311427,ch.unisg.tapas.auctionhouse.application.service.PlaceBidForAuctionService,12,12,16.0
750.00,9,20240115095722761,ch.unisg.tapas.auctionhouse.application.service.RetrieveAuctionService,4.0,4.0,11.0
491.59,2,20240115095331945,ch.unisg.tapas.auctionhouse.application.service.RetrieveOpenAuctionsService,4.0,4.0,11.0
556.29,2,20240115092159863,ch.unisg.tapas.auctionhouse.application.service.StartAuctionService,16.0,11.0,47.0
468.98,4,20240115090702234,ch.unisg.tapas.auctionhouse.application.service.SubscribeToAuctionFeedDirectoryService,12,12,17.0
133.22,7,20240115094437275,ch.unisg.tapas.auctionhouse.application.service.SubscribeToAuctionFeedService,12,12,9.0
287.74,2,20240115091652868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
330.09,11,20240115090444903,ch.unisg.tapas.auctionhouse.domain.AuctionNotFoundError,12,12,1.0
173.30,12,20240115092802837,ch.unisg.tapas.auctionhouse.domain.AuctionRegistry,41.0,41.0,84.0
427.71,2,20240115092620206,ch.unisg.tapas.auctionhouse.domain.AuctionStartedEvent,3.0,3.0,112
179.23,3,20240115091016574,ch.unisg.tapas.auctionhouse.domain.AuctionWonEvent,4.0,3.0,14.0
327.89,10,20240115091631577,ch.unisg.tapas.auctionhouse.domain.Bid,22.0,11.0,39.0
240.27,6,20240115090859135,ch.unisg.tapas.auctionhouse.domain.ExecutorRegistry,26.0,26.0,64.0
100.00,6,20240115094441446,ch.unisg.tapas.common.ConfigProperties,42.0,42.0,68.0
506.06,10,20240115095737160,ch.unisg.tapas.common.SelfValidating,4.0,4.0,17.0
695.26,10,20240115092711139,ch.unisg.tapas.TapasAuctionHouseApplication,3.0,3.0,9.0
415.54,7,20240115094246664,ch.unisg.tapas.TapasAuctionHouseApplicationTests,12,12,6.0
138.36,15,20240115091233044,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.formats.AssignedTaskToExecutorJsonRepresentation,12,12,16.0
297.29,8,20240115093816105,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.formats.ExecutorJsonRepresentation,12,12,14.0
100.00,9,20240115090150690,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebController,1.0,12,36.0
352.27,6,20240115092405299,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebControllerTest,5.0,12,412
524.82,11,20240115093009324,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.web.ReceiveExecutorFromExecutorPoolWebController,12,12,23.0
554.16,6,20240115091605137,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.out.formats.TaskEventJsonRepresentation,12,12,112
166.31,5,20240115094459431,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.out.web.PublishNewExecutorAvailableEventWebAdapter,12,12,31.0
750.00,5,20240115091208658,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,37.0
434.39,8,20240115090744489,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.in.AddExecutorToExecutorListCommand,12,12,17.0
435.87,4,20240115091535044,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.in.AssignedTaskToExecutorCommand,12,12,15.0
287.25,15,20240115094836303,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.NewExecutorAvailableEvent,12,12,8.0
746.27,2,20240115090138731,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.TaskUpdatedEvent,12,12,8.0
427.65,12,20240115095642500,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AddExecutorToExecutorListService,12,12,212
552.81,4,20240115093332215,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
449.68,12,20240115095129847,ch.unisg.tapasexecutorcalculator.executorcalculator.domain.Executor,1.0,12,42.0
528.97,8,20240115091715602,ch.unisg.tapasexecutorcalculator.executorcalculator.domain.ExecutorList,12,12,24.0
100.00,11,20240115090704723,ch.unisg.tapasexecutorcalculator.executorcalculator.domain.Task,12,12,32.0
643.66,3,20240115093255470,ch.unisg.tapasexecutorcalculator.TapasExecutorCalculatorApplication,12,12,6.0
623.44,11,20240115093312967,ch.unisg.tapasexecutorcalculator.TapasExecutorPrinterApplicationTests,12,12,6.0
617.49,8,20240115093932876,ch.unisg.tapasexecutorpool.executorpool.adapter.in.formats.ExecutorJsonRepresentation,1.0,12,312
495.04,12,20240115095757970,ch.unisg.tapasexecutorpool.executorpool.adapter.in.formats.ExecutorTypeJsonRepresentation,1.0,12,9.0
193.46,10,20240115091653516,ch.unisg.tapasexecutorpool.executorpool.adapter.in.formats.RetrieveExecutorByTypeJsonRepresentation,12,12,26.0
293.02,7,20240115090026311,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.AddNewExecutorToExecutorPoolWebController,1.0,12,32.0
514.91,10,20240115091051892,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.AddNewExecutorToExecutorPoolWebControllerTest,4.0,12,36.0
494.38,15,20240115093343910,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.DeleteExecutorFromExecutorPoolWebController,2.0,12,23.0
652.05,2,20240115094259300,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.RetrieveExecutorById,12,12,19.0
459.30,7,20240115094302684,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.RetrieveExecutorByTypeWebController,1.0,12,28.0
331.51,6,20240115094040254,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.ExecutorMapper,12,12,18.0
506.10,12,20240115095647890,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.ExecutorPersistenceAdapter,2.0,12,47.0
506.70,2,20240115095427202,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.ExecutorPersistenceAdapterTest,2.0,12,47.0
432.23,8,20240115095855945,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.MongoExecutorDocument,12,12,19.0
581.57,9,20240115093902317,ch.unisg.tapasexecutorpool.executorpool.adapter.out.web.PublishExecutorDeletedWebAdapter,2.0,12,412
474.27,9,20240115095532768,ch.unisg.tapasexecutorpool.executorpool.AddNewExecutorToExecutorPoolSystemTest,1.0,12,39.0
342.41,12,20240115093320906,ch.unisg.tapasexecutorpool.executorpool.application.port.in.AddNewExecutorToExecutorPoolCommand,12,12,17.0
600.09,12,20240115094416090,ch.unisg.tapasexecutorpool.executorpool.application.port.in.DeleteExecutorFromExecutorPoolQuery,12,12,8.0
256.53,12,20240115091129666,ch.unisg.tapasexecutorpool.executorpool.application.port.in.RetrieveExecutorByIdQuery,12,12,7.0
401.25,9,20240115094430262,ch.unisg.tapasexecutorpool.executorpool.application.port.in.RetrieveExecutorByTypeQuery,12,12,8.0
337.01,11,20240115091853989,ch.unisg.tapasexecutorpool.executorpool.application.service.AddNewExecutorToExecutorPoolService,12,12,33.0
626.66,5,20240115094507529,ch.unisg.tapasexecutorpool.executorpool.application.service.DeleteExecutorFromExecutorPoolService,12,12,23.0
637.19,6,20240115095036766,ch.unisg.tapasexecutorpool.executorpool.application.service.RetrieveExecutorByIdService,12,12,22.0
189.74,15,20240115090250302,ch.unisg.tapasexecutorpool.executorpool.application.service.RetrieveExecutorByTypeService,12,12,15.0
577.20,14,20240115090252152,ch.unisg.tapasexecutorpool.executorpool.application.service.RetrieveExecutorByTypeServiceTest,4.0,12,41.0
516.92,14,20240115092229699,ch.unisg.tapasexecutorpool.executorpool.DependencyRuleTest,12,12,24.0
100.00,12,20240115092628890,ch.unisg.tapasexecutorpool.executorpool.domain.Executor,12,12,58.0
475.44,3,20240115094543181,ch.unisg.tapasexecutorpool.executorpool.domain.ExecutorNotFoundError,12,12,1.0
267.18,6,20240115093534226,ch.unisg.tapasexecutorpool.executorpool.domain.ExecutorPool,12,12,54.0
434.64,7,20240115091617584,ch.unisg.tapasexecutorpool.executorpool.domain.ExecutorTest,9.0,12,29.0
361.99,4,20240115090250961,ch.unisg.tapasexecutorpool.TapasExecutorPoolApplication,12,12,7.0
427.60,9,20240115091354440,ch.unisg.tapasexecutorpool.TapasExecutorPoolApplicationTests,12,12,6.0
296.93,5,20240115091206297,ch.unisg.tapasexecutorprinter.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebControllerTest,5.0,12,412
379.14,9,20240115095640061,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.formats.AssignedTaskToExecutorJsonRepresentation,12,12,16.0
492.55,12,20240115092707984,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.formats.ExecutorJsonRepresentation,12,12,14.0
378.78,3,20240115094026317,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.web.ReceiveAssignedTaskToExecutorWebController,1.0,12,36.0
414.90,15,20240115090350356,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.web.ReceiveExecutorFromExecutorPoolWebController,12,12,23.0
498.60,3,20240115092418333,ch.unisg.tapasexecutorprinter.executorprinter.adapter.out.formats.TaskEventJsonRepresentation,12,12,112
363.04,9,20240115095543692,ch.unisg.tapasexecutorprinter.executorprinter.adapter.out.web.PublishNewExecutorAvailableEventWebAdapter,12,12,31.0
431.71,13,20240115094407292,ch.unisg.tapasexecutorprinter.executorprinter.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,37.0
634.16,11,20240115095023490,ch.unisg.tapasexecutorprinter.executorprinter.application.port.in.AddExecutorToExecutorListCommand,12,12,17.0
436.80,9,20240115090751882,ch.unisg.tapasexecutorprinter.executorprinter.application.port.in.AssignedTaskToExecutorCommand,12,12,15.0
507.14,4,20240115093816281,ch.unisg.tapasexecutorprinter.executorprinter.application.port.out.NewExecutorAvailableEvent,12,12,8.0
398.76,4,20240115090642279,ch.unisg.tapasexecutorprinter.executorprinter.application.port.out.TaskUpdatedEvent,12,12,8.0
310.68,4,20240115092328555,ch.unisg.tapasexecutorprinter.executorprinter.application.service.AddExecutorToExecutorListService,12,12,212
273.56,10,20240115091012103,ch.unisg.tapasexecutorprinter.executorprinter.application.service.AssignedTaskToExecutorService,112,12,42.0
554.35,13,20240115093948762,ch.unisg.tapasexecutorprinter.executorprinter.domain.Executor,1.0,12,38.0
471.51,2,20240115091339018,ch.unisg.tapasexecutorprinter.executorprinter.domain.ExecutorList,12,12,24.0
325.37,5,20240115092357498,ch.unisg.tapasexecutorprinter.executorprinter.domain.Task,12,12,32.0
352.72,6,20240115095831636,ch.unisg.tapasexecutorprinter.TapasExecutorPrinterApplication,12,12,6.0
408.28,10,20240115090554855,ch.unisg.tapasexecutorprinter.TapasExecutorPrinterApplicationTests,12,12,6.0
329.96,5,20240115090024752,ch.unisg.tapasexecutorweatherman.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebControllerTest,5.0,12,412
291.50,2,20240115090046374,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.in.formats.AssignedTaskToExecutorJsonRepresentation,12,12,16.0
435.08,10,20240115090426644,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.in.web.ReceiveAssignedTaskToExecutorWebController,1.0,12,36.0
435.19,14,20240115090138731,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.out.formats.TaskEventJsonRepresentation,12,12,112
567.82,8,20240115091350193,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,37.0
424.38,7,20240115095333394,ch.unisg.tapasexecutorweatherman.executorweatherman.application.port.in.AssignedTaskToExecutorCommand,12,12,15.0
604.26,11,20240115091358674,ch.unisg.tapasexecutorweatherman.executorweatherman.application.port.out.TaskUpdatedEvent,12,12,10.0
617.05,4,20240115094118580,ch.unisg.tapasexecutorweatherman.executorweatherman.application.service.AssignedTaskToExecutorService,6.0,12,38.0
556.77,2,20240115090548450,ch.unisg.tapasexecutorweatherman.executorweatherman.domain.Executor,8.0,12,612
503.15,9,20240115091101006,ch.unisg.tapasexecutorweatherman.executorweatherman.domain.Task,12,12,32.0
664.72,7,20240115095450260,ch.unisg.tapasexecutorweatherman.TapasExecutorPrinterApplicationTests,12,12,6.0
512.96,13,20240115093913828,ch.unisg.tapasexecutorweatherman.TapasExecutorWeathermanApplication,12,12,6.0
586.58,5,20240115092853266,ch.unisg.tapasroster.common.SelfValidating,4.0,4.0,17.0
434.39,8,20240115093657192,ch.unisg.tapasroster.roster.adapter.in.formats.AssignmentsJsonRepresentation,7.0,12,45.0
542.53,10,20240115092626597,ch.unisg.tapasroster.roster.adapter.in.formats.ExecutorJsonRepresentation,12,12,212
511.46,3,20240115091301171,ch.unisg.tapasroster.roster.adapter.in.formats.TaskEventJsonRepresentation,12,12,112
504.74,6,20240115095247479,ch.unisg.tapasroster.roster.adapter.in.formats.TaskJsonRepresentation,12,12,23.0
726.80,9,20240115090341771,ch.unisg.tapasroster.roster.adapter.in.messaging.http.TaskEventDispatcher,12,12,26.0
501.68,6,20240115092334807,ch.unisg.tapasroster.roster.adapter.in.web.ReceiveAvailableExecutorWebController,1.0,12,32.0
659.36,7,20240115091747487,ch.unisg.tapasroster.roster.adapter.in.web.ReceiveTaskFromTastListWebController,1.0,12,34.0
568.79,2,20240115090405328,ch.unisg.tapasroster.roster.adapter.in.web.RetrieveAllAssignmentsWebController,12,12,19.0
346.80,6,20240115091816620,ch.unisg.tapasroster.roster.adapter.out.formats.AuctionJsonRepresentation,12,12,22.0
280.75,10,20240115094335350,ch.unisg.tapasroster.roster.adapter.out.formats.ExecutorJsonRepresentation,12,12,18.0
439.34,6,20240115095935721,ch.unisg.tapasroster.roster.adapter.out.formats.FindExecutorByTypeRequestJsonRepresentation,1.0,12,9.0
156.35,13,20240115092246925,ch.unisg.tapasroster.roster.adapter.out.persistence.mongodb.AssignmentMapper,12,12,37.0
282.75,5,20240115093748363,ch.unisg.tapasroster.roster.adapter.out.persistence.mongodb.AssignmentPersistenceAdapter,12,12,31.0
709.55,11,20240115094232974,ch.unisg.tapasroster.roster.adapter.out.persistence.mongodb.MongoAssignmentDocument,12,12,38.0
540.93,7,20240115094243656,ch.unisg.tapasroster.roster.adapter.out.web.FindExecutorByTypeWebAdapter,16.0,12,61.0
399.44,2,20240115094526683,ch.unisg.tapasroster.roster.adapter.out.web.LaunchAuctionWebAdapter,12,12,37.0
557.37,14,20240115091116271,ch.unisg.tapasroster.roster.adapter.out.web.PublishTaskAssignedToExecutorEventWebAdapter,12,12,31.0
445.69,9,20240115090604325,ch.unisg.tapasroster.roster.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,38.0
393.40,6,20240115093129814,ch.unisg.tapasroster.roster.application.port.in.AddExecutorToAvailableExecutorsCommand,12,12,17.0
290.25,13,20240115095632492,ch.unisg.tapasroster.roster.application.port.in.AddTaskToAssignmentsCommand,12,12,8.0
526.90,10,20240115090543699,ch.unisg.tapasroster.roster.application.port.in.AssignTaskToExecutorCommand,12,12,8.0
230.45,14,20240115090911494,ch.unisg.tapasroster.roster.application.port.in.TaskEvent,12,12,9.0
443.38,2,20240115092855066,ch.unisg.tapasroster.roster.application.port.out.TaskAssignedToExecutorEvent,12,12,19.0
471.67,10,20240115093419864,ch.unisg.tapasroster.roster.application.port.out.TaskUpdatedEvent,12,12,34.0
167.71,12,20240115091211629,ch.unisg.tapasroster.roster.application.service.AddExecutorToAvailableExecutorsService,12,12,16.0
394.97,15,20240115091803518,ch.unisg.tapasroster.roster.application.service.AddTaskToAssignmentsService,12,12,24.0
302.15,12,20240115094619181,ch.unisg.tapasroster.roster.application.service.AssignTaskToExecutorService,5.0,12,37.0
255.05,7,20240115095456410,ch.unisg.tapasroster.roster.application.service.GetAllAssignmentsService,12,12,12.0
513.42,11,20240115095934268,ch.unisg.tapasroster.roster.application.service.TaskEventHandlerService,2.0,12,44.0
177.82,7,20240115092249002,ch.unisg.tapasroster.roster.AssignTaskToExecutorSystemTest,1.0,12,44.0
373.61,15,20240115095200399,ch.unisg.tapasroster.roster.DependencyRuleTest,12,12,23.0
630.48,15,20240115090405087,ch.unisg.tapasroster.roster.domain.Assignment,2.0,12,79.0
312.17,3,20240115094858890,ch.unisg.tapasroster.roster.domain.AssignmentList,12,12,28.0
680.56,2,20240115091658868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
293.16,6,20240115091606995,ch.unisg.tapasroster.roster.domain.AssignmentNotFoundError,12,12,2.0
514.87,12,20240115093500702,ch.unisg.tapasroster.roster.domain.Executor,12,12,24.0
360.59,5,20240115095014312,ch.unisg.tapasroster.roster.domain.ExecutorList,12,12,25.0
580.32,13,20240115090801685,ch.unisg.tapasroster.roster.domain.Task,12,12,24.0
441.70,15,20240115094447612,ch.unisg.tapasroster.TapasRosterApplication,12,12,6.0
311.53,5,20240115092409626,ch.unisg.tapasroster.TapasRosterApplicationTests,12,12,6.0
377.55,4,20240115090249854,ch.unisg.tapastasks.common.SelfValidating,4.0,4.0,17.0
447.29,2,20240115093145571,ch.unisg.tapastasks.TapasTasksApplication,12,12,8.0
424.11,2,20240115091752868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
557.75,9,20240115092338526,ch.unisg.tapastasks.TapasTasksApplicationTests,12,12,6.0
421.07,12,20240115091346049,ch.unisg.tapastasks.tasks.adapter.in.formats.StatusJsonRepresentation,13.0,11.0,31.0
568.11,11,20240115093137739,ch.unisg.tapastasks.tasks.adapter.in.formats.TaskJsonPatchRepresentation,28.0,28.0,78.0
415.50,4,20240115095708760,ch.unisg.tapastasks.tasks.adapter.in.formats.TaskJsonRepresentation,53.0,33.0,117.0
470.42,12,20240115094411488,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskAssignedEventListenerHttpAdapter,15.0,15.0,26.0
552.27,12,20240115094615696,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskEventHttpDispatcher,34.0,26.0,74.0
232.19,2,20240115095824713,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskEventListener,13.0,13.0,16.0
416.96,3,20240115093343316,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskExecutedEventListenerHttpAdapter,14.0,14.0,27.0
144.18,15,20240115090217777,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskStartedEventListenerHttpAdapter,13.0,13.0,24.0
397.91,9,20240115091825342,ch.unisg.tapastasks.tasks.adapter.in.messaging.UnknownEventException,12,12,1.0
222.91,11,20240115090643334,ch.unisg.tapastasks.tasks.adapter.in.web.AddNewTaskToTaskListWebController,19.0,9.0,46.0
419.40,2,20240115093919133,ch.unisg.tapastasks.tasks.adapter.in.web.AddNewTaskToTaskListWebControllerTest,12,12,35.0
639.86,10,20240115092739021,ch.unisg.tapastasks.tasks.adapter.in.web.CheckStatusOfTaskWebController,15.0,14.0,37.0
613.31,14,20240115094244336,ch.unisg.tapastasks.tasks.adapter.in.web.DeleteTaskFromTaskListWebController,2.0,12,23.0
353.48,6,20240115093442877,ch.unisg.tapastasks.tasks.adapter.in.web.RetrieveTaskFromTaskListWebController,15.0,14.0,35.0
321.52,6,20240115092054429,ch.unisg.tapastasks.tasks.adapter.in.web.RetrieveTasksByStatusWebController,5.0,5.0,25.0
725.72,14,20240115092817189,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.MongoTaskDocument,12,12,26.0
487.44,5,20240115095033317,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.TaskMapper,12,12,412
597.31,7,20240115095238561,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.TaskPersistenceAdapter,2.0,12,54.0
476.72,13,20240115095236967,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.TaskPersistenceAdapterTest,12,12,612
535.84,9,20240115092057639,ch.unisg.tapastasks.tasks.adapter.out.web.PublishDelegatedTaskExecutedEventWebAdapter,12,12,26.0
328.78,5,20240115092355253,ch.unisg.tapastasks.tasks.adapter.out.web.PublishNewTaskAddedEventWebAdapter,4.0,12,35.0
366.55,7,20240115092329559,ch.unisg.tapastasks.tasks.AddNewTaskToTaskListSystemTest,12,12,39.0
465.77,3,20240115091623432,ch.unisg.tapastasks.tasks.application.handler.TaskAssignedHandler,12,12,16.0
119.54,15,20240115092234249,ch.unisg.tapastasks.tasks.application.handler.TaskExecutedHandler,1.0,12,26.0
614.60,7,20240115091112241,ch.unisg.tapastasks.tasks.application.handler.TaskStartedHandler,12,12,16.0
281.71,5,20240115090958343,ch.unisg.tapastasks.tasks.application.port.in.AddNewTaskToTaskListCommand,12,12,19.0
590.81,7,20240115090722805,ch.unisg.tapastasks.tasks.application.port.in.CheckStatusOfTaskQuery,12,12,9.0
175.03,3,20240115092007070,ch.unisg.tapastasks.tasks.application.port.in.DeleteTaskFromTaskListQuery,12,12,9.0
