participant,Fixation Start,Fixation End,Fixation Duration,tabName_element,Timestamp,tabName,element,TaskId
2,2418212.217,2419095.441,883.224,model-g3.bpmn;next-button-area-in-questionID_9,2418832.957,model-g3.bpmn,next-button-area-in-questionID_9,5.0
2,,,,model-g5.bpmn;Activity_1ru2k09,3402298.612,model-g5.bpmn,Activity_1ru2k09,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3402356.94,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3402440.286,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Flow_10ssiua,3402473.595,model-g5.bpmn,Flow_10ssiua,10.0
2,3402527.7405,3402627.729,99.9885,model-g5.bpmn;Process_1vj4efq,3402531.892,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Flow_10ssiua,3402631.909,model-g5.bpmn,Flow_10ssiua,10.0
2,3402652.726,3403244.3375,591.6115,model-g5.bpmn;Gateway_0o2dbwg,3402656.879,model-g5.bpmn,Gateway_0o2dbwg,10.0
2,,,,model-g5.bpmn;Gateway_0o2dbwg,3403248.498,model-g5.bpmn,Gateway_0o2dbwg,10.0
2,,,,model-g5.bpmn;Gateway_0o2dbwg,3403273.597,model-g5.bpmn,Gateway_0o2dbwg,10.0
2,3403335.973,3403735.9305,399.9575,model-g5.bpmn;Gateway_0o2dbwg,3403340.14,model-g5.bpmn,Gateway_0o2dbwg,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3403740.098,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3403840.087,model-g5.bpmn,Process_1vj4efq,10.0
2,3403852.5975,3403935.9085,83.311,model-g5.bpmn;Flow_10ssiua,3403856.748,model-g5.bpmn,Flow_10ssiua,10.0
2,,,,model-g5.bpmn;Flow_10ssiua,3403940.078,model-g5.bpmn,Flow_10ssiua,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3403973.429,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3404073.393,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3404106.744,model-g5.bpmn,Process_1vj4efq,10.0
2,3404135.903,3404477.529,341.626,model-g5.bpmn;Process_1vj4efq,3404140.054,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Flow_0xkc36h,3404481.708,model-g5.bpmn,Flow_0xkc36h,10.0
2,3404502.5335,3404677.5205,174.987,model-g5.bpmn;Gateway_00v61zr,3404506.72,model-g5.bpmn,Gateway_00v61zr,10.0
2,,,,model-g5.bpmn;Flow_0xkc36h,3404681.684,model-g5.bpmn,Flow_0xkc36h,10.0
2,3404702.523,3404802.494,99.971,model-g5.bpmn;Process_1vj4efq,3404706.687,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Flow_1ghrw1b,3404806.648,model-g5.bpmn,Flow_1ghrw1b,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3404831.643,model-g5.bpmn,Process_1vj4efq,10.0
2,3404860.8785,3404977.476,116.5975,model-g5.bpmn;Process_1vj4efq,3404865.089,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Flow_0i2t3jt,3404981.656,model-g5.bpmn,Flow_0i2t3jt,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3405014.995,model-g5.bpmn,Process_1vj4efq,10.0
2,3405027.473,3405135.8685,108.3955,model-g5.bpmn;Process_1vj4efq,3405031.622,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3405140.078,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3405189.94,model-g5.bpmn,Process_1vj4efq,10.0
2,3405227.467,3405460.772,233.305,model-g5.bpmn;Gateway_0o2dbwg,3405231.633,model-g5.bpmn,Gateway_0o2dbwg,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3405464.937,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3405498.276,model-g5.bpmn,Process_1vj4efq,10.0
2,3405610.775,3405677.3865,66.6115,model-g5.bpmn;Process_1vj4efq,3405614.989,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3405681.553,model-g5.bpmn,Process_1vj4efq,10.0
2,3405702.3975,3406035.7215,333.324,model-g5.bpmn;Activity_0blwcvj,3405706.549,model-g5.bpmn,Activity_0blwcvj,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3406039.892,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Activity_1vp2jla,3406164.833,model-g5.bpmn,Activity_1vp2jla,10.0
2,3406169.019,3406394.012,224.993,model-g5.bpmn;Process_1vj4efq,3406173.205,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3406398.141,model-g5.bpmn,Process_1vj4efq,10.0
2,3406418.9875,3406618.9935,200.006,model-g5.bpmn;Activity_13c1b7j,3406423.14,model-g5.bpmn,Activity_13c1b7j,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3406623.201,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3406639.865,model-g5.bpmn,Process_1vj4efq,10.0
2,3406693.967,3406885.589,191.622,model-g5.bpmn;Process_1vj4efq,3406698.141,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3406889.756,model-g5.bpmn,Process_1vj4efq,10.0
2,3406910.601,3407135.5725,224.9715,model-g5.bpmn;Process_1vj4efq,3406914.752,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Flow_10ssiua,3407198.059,model-g5.bpmn,Flow_10ssiua,10.0
2,3407218.907,3407435.5315,216.6245,model-g5.bpmn;Process_1vj4efq,3407223.08,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3407439.698,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Activity_13c1b7j,3407531.394,model-g5.bpmn,Activity_13c1b7j,10.0
2,3407535.554,3407677.1915,141.6375,model-g5.bpmn;Activity_13c1b7j,3407539.714,model-g5.bpmn,Activity_13c1b7j,10.0
2,,,,model-g5.bpmn;Activity_13c1b7j,3407681.337,model-g5.bpmn,Activity_13c1b7j,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3407698.005,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Flow_1gbbg34,3407739.694,model-g5.bpmn,Flow_1gbbg34,10.0
2,3407752.165,3407835.504,83.339,model-g5.bpmn;Process_1vj4efq,3407756.33,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3407839.687,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3407922.987,model-g5.bpmn,Process_1vj4efq,10.0
2,3407927.1495,3408035.503,108.3535,model-g5.bpmn;Flow_1gbbg34,3407931.312,model-g5.bpmn,Flow_1gbbg34,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3408039.632,model-g5.bpmn,Process_1vj4efq,10.0
2,3408077.1425,3408227.127,149.9845,model-g5.bpmn;Activity_1vp2jla,3408081.321,model-g5.bpmn,Activity_1vp2jla,10.0
2,,,,model-g5.bpmn;Activity_1n2gw4r,3408231.277,model-g5.bpmn,Activity_1n2gw4r,10.0
2,3408268.8105,3408443.7705,174.96,model-g5.bpmn;Activity_1n2gw4r,3408272.976,model-g5.bpmn,Activity_1n2gw4r,10.0
2,,,,model-g5.bpmn;Activity_1vp2jla,3408447.952,model-g5.bpmn,Activity_1vp2jla,10.0
2,3408502.1105,3409035.406,533.2955,model-g5.bpmn;Process_1vj4efq,3408506.285,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3409039.586,model-g5.bpmn,Process_1vj4efq,10.0
2,3409068.6945,3409335.365,266.6705,model-g5.bpmn;Process_1vj4efq,3409072.856,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3409339.49,model-g5.bpmn,Process_1vj4efq,10.0
2,3409435.339,3409660.3245,224.9855,model-g5.bpmn;option-answer-for-questionID_19_option_I don't know,3409439.524,model-g5.bpmn,option-answer-for-questionID_19_option_I don't know,10.0
2,,,,model-g5.bpmn;option-answer-for-questionID_19_option_No,3409664.492,model-g5.bpmn,option-answer-for-questionID_19_option_No,10.0
2,3409685.303,3409818.609,133.306,model-g5.bpmn;option-answer-for-questionID_19_option_No,3409689.478,model-g5.bpmn,option-answer-for-questionID_19_option_No,10.0
2,,,,model-g5.bpmn;answer_area_for_questionID_19,3409822.779,model-g5.bpmn,answer_area_for_questionID_19,10.0
2,3409835.332,3409918.598,83.266,model-g5.bpmn;option-answer-for-questionID_19_option_Yes,3409839.469,model-g5.bpmn,option-answer-for-questionID_19_option_Yes,10.0
2,,,,model-g5.bpmn;option-answer-for-questionID_19_option_Yes,3409922.765,model-g5.bpmn,option-answer-for-questionID_19_option_Yes,10.0
2,,,,model-g5.bpmn;option-answer-for-questionID_19_option_Yes,3409956.118,model-g5.bpmn,option-answer-for-questionID_19_option_Yes,10.0
2,,,,model-g5.bpmn;answer_area_for_questionID_19,3409989.43,model-g5.bpmn,answer_area_for_questionID_19,10.0
2,3410001.958,3410360.216,358.258,model-g5.bpmn;option-answer-for-questionID_19_option_No,3410006.123,model-g5.bpmn,option-answer-for-questionID_19_option_No,10.0
2,,,,model-g5.bpmn;title-for-questionID_19,3410364.381,model-g5.bpmn,title-for-questionID_19,10.0
2,3410393.561,3410618.5485,224.9875,model-g5.bpmn;title-for-questionID_19,3410397.743,model-g5.bpmn,title-for-questionID_19,10.0
2,,,,model-g5.bpmn;title-for-questionID_19,3410622.725,model-g5.bpmn,title-for-questionID_19,10.0
2,3410643.565,3410835.163,191.598,model-g5.bpmn;title-for-questionID_19,3410647.709,model-g5.bpmn,title-for-questionID_19,10.0
2,,,,model-g5.bpmn;title-for-questionID_19,3410839.329,model-g5.bpmn,title-for-questionID_19,10.0
2,3410885.2115,3410976.819,91.6075,model-g5.bpmn;title-for-questionID_19,3410889.38,model-g5.bpmn,title-for-questionID_19,10.0
2,,,,model-g5.bpmn;title-for-questionID_19,3410980.982,model-g5.bpmn,title-for-questionID_19,10.0
2,3411018.476,3411268.477,250.001,model-g5.bpmn;nan,3411022.642,model-g5.bpmn,,10.0
2,,,,model-g5.bpmn;nan,3411280.957,model-g5.bpmn,,10.0
2,3411301.808,3411426.802,124.994,model-g5.bpmn;nan,3411305.967,model-g5.bpmn,,10.0
2,,,,model-g5.bpmn;question-area-for-questionID_19,3411430.966,model-g5.bpmn,question-area-for-questionID_19,10.0
2,3411485.114,3411651.792,166.678,model-g5.bpmn;question-area-for-questionID_19,3411489.275,model-g5.bpmn,question-area-for-questionID_19,10.0
2,,,,model-g5.bpmn;question-area-for-questionID_19,3411655.965,model-g5.bpmn,question-area-for-questionID_19,10.0
2,,,,model-g5.bpmn;next-button-area-in-questionID_19,3411705.933,model-g5.bpmn,next-button-area-in-questionID_19,10.0
2,3411751.7485,3411843.4045,91.656,model-g5.bpmn;next-button-area-in-questionID_19,3411755.898,model-g5.bpmn,next-button-area-in-questionID_19,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3411847.587,model-g5.bpmn,Process_1vj4efq,10.0
2,3411910.056,3412135.0455,224.9895,model-g5.bpmn;Process_1vj4efq,3411914.23,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3412139.208,model-g5.bpmn,Process_1vj4efq,10.0
2,3412168.354,3412634.971,466.617,model-g5.bpmn;Process_1vj4efq,3412172.52,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3412639.136,model-g5.bpmn,Process_1vj4efq,10.0
2,3412676.6615,3412809.9825,133.321,model-g5.bpmn;Activity_1n2gw4r,3412689.16,model-g5.bpmn,Activity_1n2gw4r,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3412814.149,model-g5.bpmn,Process_1vj4efq,10.0
2,3412901.661,3413034.97,133.309,model-g5.bpmn;Activity_01dwq74,3412914.12,model-g5.bpmn,Activity_01dwq74,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3413039.133,model-g5.bpmn,Process_1vj4efq,10.0
2,3413059.9395,3413418.243,358.3035,model-g5.bpmn;Process_1vj4efq,3413064.091,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3413430.731,model-g5.bpmn,Process_1vj4efq,10.0
2,3413493.2195,3413659.8735,166.654,model-g5.bpmn;Flow_01mrts9,3413497.39,model-g5.bpmn,Flow_01mrts9,10.0
2,,,,model-g5.bpmn;Flow_01mrts9,3413664.026,model-g5.bpmn,Flow_01mrts9,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3413689.054,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3413714.049,model-g5.bpmn,Process_1vj4efq,10.0
2,3413776.5435,3414118.1575,341.614,model-g5.bpmn;Process_1vj4efq,3413780.687,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3414122.338,model-g5.bpmn,Process_1vj4efq,10.0
2,3414151.477,3414384.8515,233.3745,model-g5.bpmn;Process_1vj4efq,3414155.65,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Gateway_1gtaesr,3414389.05,model-g5.bpmn,Gateway_1gtaesr,10.0
2,3414418.1245,3414526.4485,108.324,model-g5.bpmn;Process_1vj4efq,3414422.276,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3414530.631,model-g5.bpmn,Process_1vj4efq,10.0
2,3414584.768,3414718.1105,133.3425,model-g5.bpmn;Process_1vj4efq,3414597.284,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3414722.278,model-g5.bpmn,Process_1vj4efq,10.0
2,3414784.7535,3414884.7905,100.037,model-g5.bpmn;Process_1vj4efq,3414788.929,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Activity_07i7xot,3414888.983,model-g5.bpmn,Activity_07i7xot,10.0
2,,,,model-g5.bpmn;Flow_0i2t3jt,3414955.586,model-g5.bpmn,Flow_0i2t3jt,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3414988.897,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3415047.273,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3415113.914,model-g5.bpmn,Process_1vj4efq,10.0
2,3415168.048,3415501.3825,333.3345,model-g5.bpmn;Activity_1n2gw4r,3415172.222,model-g5.bpmn,Activity_1n2gw4r,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3415505.523,model-g5.bpmn,Process_1vj4efq,10.0
2,3415559.6585,3415801.297,241.6385,model-g5.bpmn;Process_1vj4efq,3415563.819,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3415805.465,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3415905.463,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3415947.115,model-g5.bpmn,Process_1vj4efq,10.0
2,3415992.9985,3416209.6005,216.602,model-g5.bpmn;Activity_08021wt,3415997.222,model-g5.bpmn,Activity_08021wt,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3416213.78,model-g5.bpmn,Process_1vj4efq,10.0
2,3416284.5785,3416367.922,83.3435,model-g5.bpmn;Process_1vj4efq,3416288.745,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Flow_175jee6,3416372.066,model-g5.bpmn,Flow_175jee6,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3416397.064,model-g5.bpmn,Process_1vj4efq,10.0
2,3416451.239,3416609.5565,158.3175,model-g5.bpmn;Process_1vj4efq,3416455.418,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;Gateway_0aumggf,3416613.738,model-g5.bpmn,Gateway_0aumggf,10.0
2,,,,model-g5.bpmn;Process_1vj4efq,3416647.065,model-g5.bpmn,Process_1vj4efq,10.0
2,,,,model-g5.bpmn;nan,3416788.688,model-g5.bpmn,,10.0
2,,,,model-g5.bpmn;question-area-for-questionID_19,3416830.387,model-g5.bpmn,question-area-for-questionID_19,10.0
2,,,,model-g5.bpmn;title-for-questionID_19,3416955.348,model-g5.bpmn,title-for-questionID_19,10.0
2,,,,model-g5.bpmn;next-button-area-in-questionID_19,3417005.447,model-g5.bpmn,next-button-area-in-questionID_19,10.0
2,3417009.5625,3417234.491,224.9285,model-g5.bpmn;next-button-area-in-questionID_19,3417013.678,model-g5.bpmn,next-button-area-in-questionID_19,10.0
2,,,,model-g5.bpmn;answer_area_for_questionID_19,3417238.676,model-g5.bpmn,answer_area_for_questionID_19,10.0
2,3417317.83,3417509.4735,191.6435,model-g5.bpmn;answer_area_for_questionID_19,3417330.334,model-g5.bpmn,answer_area_for_questionID_19,10.0
2,,,,model-g5.bpmn;option-answer-for-questionID_19_option_No,3417513.638,model-g5.bpmn,option-answer-for-questionID_19_option_No,10.0
2,3417517.79,3417892.736,374.946,model-g5.bpmn;option-answer-for-questionID_19_option_No,3417521.942,model-g5.bpmn,option-answer-for-questionID_19_option_No,10.0
2,3431099.6475,3431524.6295,424.982,model-g3.bpmn;Process_1vj4efq,3431303.821,model-g3.bpmn,Process_1vj4efq,4.0
2,,,,model-g3.bpmn;nan,3431528.797,model-g3.bpmn,,4.0
2,3431574.5945,3431807.904,233.3095,model-g3.bpmn;title-for-questionID_7,3431578.762,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3431812.069,model-g3.bpmn,title-for-questionID_7,4.0
2,3431866.242,3432116.24,249.998,model-g3.bpmn;title-for-questionID_7,3431870.395,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3432120.412,model-g3.bpmn,title-for-questionID_7,4.0
2,3432166.2115,3432424.5055,258.294,model-g3.bpmn;title-for-questionID_7,3432170.363,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3432428.674,model-g3.bpmn,title-for-questionID_7,4.0
2,3432432.852,3432507.8435,74.9915,model-g3.bpmn;title-for-questionID_7,3432437.03,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3432511.993,model-g3.bpmn,title-for-questionID_7,4.0
2,3432524.5195,3432599.5,74.9805,model-g3.bpmn;title-for-questionID_7,3432528.684,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;nan,3432603.683,model-g3.bpmn,,4.0
2,3432649.55,3432941.166,291.616,model-g3.bpmn;nan,3432653.675,model-g3.bpmn,,4.0
2,,,,model-g3.bpmn;nan,3432945.34,model-g3.bpmn,,4.0
2,3432982.8215,3433082.7805,99.959,model-g3.bpmn;title-for-questionID_7,3432986.969,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3433086.933,model-g3.bpmn,title-for-questionID_7,4.0
2,3433116.124,3433399.4385,283.3145,model-g3.bpmn;title-for-questionID_7,3433120.292,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3433403.566,model-g3.bpmn,title-for-questionID_7,4.0
2,3433441.0725,3433582.7275,141.655,model-g3.bpmn;title-for-questionID_7,3433445.224,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3433586.907,model-g3.bpmn,title-for-questionID_7,4.0
2,3433599.4045,3433899.379,299.9745,model-g3.bpmn;title-for-questionID_7,3433603.572,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3433903.55,model-g3.bpmn,title-for-questionID_7,4.0
2,3433932.7035,3434090.9885,158.285,model-g3.bpmn;title-for-questionID_7,3433936.867,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;nan,3434095.153,model-g3.bpmn,,4.0
2,,,,model-g3.bpmn;nan,3434120.183,model-g3.bpmn,,4.0
2,3434140.997,3434257.652,116.655,model-g3.bpmn;title-for-questionID_7,3434145.178,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;nan,3434261.834,model-g3.bpmn,,4.0
2,3434290.9825,3434749.2675,458.285,model-g3.bpmn;title-for-questionID_7,3434295.164,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;option-answer-for-questionID_7_option_No,3434753.449,model-g3.bpmn,option-answer-for-questionID_7_option_No,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3434778.446,model-g3.bpmn,title-for-questionID_7,4.0
2,3434824.2625,3435099.2335,274.971,model-g3.bpmn;title-for-questionID_7,3434828.41,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3435103.38,model-g3.bpmn,title-for-questionID_7,4.0
2,3435107.5655,3435249.2115,141.646,model-g3.bpmn;title-for-questionID_7,3435111.751,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;option-answer-for-questionID_7_option_Yes,3435253.392,model-g3.bpmn,option-answer-for-questionID_7_option_Yes,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3435278.391,model-g3.bpmn,title-for-questionID_7,4.0
2,3435324.1905,3435599.175,274.9845,model-g3.bpmn;title-for-questionID_7,3435328.356,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3435603.325,model-g3.bpmn,title-for-questionID_7,4.0
2,3435632.5205,3435707.4955,74.975,model-g3.bpmn;title-for-questionID_7,3435636.689,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;option-answer-for-questionID_7_option_I don't know,3435711.648,model-g3.bpmn,option-answer-for-questionID_7_option_I don't know,4.0
2,3435715.8175,3435799.152,83.3345,model-g3.bpmn;option-answer-for-questionID_7_option_I don't know,3435736.661,model-g3.bpmn,option-answer-for-questionID_7_option_I don't know,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3435803.333,model-g3.bpmn,title-for-questionID_7,4.0
2,3435840.802,3436049.125,208.323,model-g3.bpmn;title-for-questionID_7,3435844.967,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;nan,3436053.276,model-g3.bpmn,,4.0
2,3436090.788,3436415.8025,325.0145,model-g3.bpmn;title-for-questionID_7,3436094.967,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3436419.992,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3436461.575,model-g3.bpmn,title-for-questionID_7,4.0
2,3436474.0835,3437015.688,541.6045,model-g3.bpmn;nan,3436486.637,model-g3.bpmn,,4.0
2,,,,model-g3.bpmn;title-for-questionID_7,3437019.849,model-g3.bpmn,title-for-questionID_7,4.0
2,3437057.351,3437232.3325,174.9815,model-g3.bpmn;nan,3437061.504,model-g3.bpmn,,4.0
2,,,,model-g3.bpmn;nan,3437236.514,model-g3.bpmn,,4.0
2,3437257.3515,3437432.3135,174.962,model-g3.bpmn;nan,3437261.524,model-g3.bpmn,,4.0
2,,,,model-g3.bpmn;nan,3437436.487,model-g3.bpmn,,4.0
2,3437457.3245,3437657.273,199.9485,model-g3.bpmn;title-for-questionID_7,3437461.491,model-g3.bpmn,title-for-questionID_7,4.0
2,,,,model-g3.bpmn;nan,3437661.44,model-g3.bpmn,,4.0
2,3437690.62,3437790.6555,100.0355,model-g3.bpmn;nan,3437694.773,model-g3.bpmn,,4.0
2,,,,model-g3.bpmn;nan,3437794.85,model-g3.bpmn,,4.0
2,3437823.933,3438007.2565,183.3235,model-g3.bpmn;nan,3437828.085,model-g3.bpmn,,4.0
2,,,,model-g3.bpmn;Process_1vj4efq,3438011.446,model-g3.bpmn,Process_1vj4efq,4.0
2,3438065.592,3438198.91,133.318,model-g3.bpmn;Process_1vj4efq,3438069.756,model-g3.bpmn,Process_1vj4efq,4.0
2,,,,model-g3.bpmn;Activity_1s6i798,3438203.075,model-g3.bpmn,Activity_1s6i798,4.0
2,3438215.568,3438357.199,141.631,model-g3.bpmn;Activity_1s6i798,3438219.71,model-g3.bpmn,Activity_1s6i798,4.0
2,,,,model-g3.bpmn;Activity_1s6i798,3438361.369,model-g3.bpmn,Activity_1s6i798,4.0
2,,,,model-g3.bpmn;Process_1vj4efq,3438394.716,model-g3.bpmn,Process_1vj4efq,4.0
2,3438423.8545,3438573.849,149.9945,model-g3.bpmn;Activity_09ohgt5,3438428.02,model-g3.bpmn,Activity_09ohgt5,4.0
2,,,,model-g3.bpmn;Activity_17gtz4l,3438586.374,model-g3.bpmn,Activity_17gtz4l,4.0
2,3438607.196,3438723.823,116.627,model-g3.bpmn;Activity_17gtz4l,3438611.374,model-g3.bpmn,Activity_17gtz4l,4.0
2,,,,model-g3.bpmn;Activity_0blwcvj,3438727.988,model-g3.bpmn,Activity_0blwcvj,4.0
2,3438823.8335,3438990.505,166.6715,model-g3.bpmn;Activity_0blwcvj,3438828.017,model-g3.bpmn,Activity_0blwcvj,4.0
2,,,,model-g3.bpmn;Activity_1ru2k09,3438994.661,model-g3.bpmn,Activity_1ru2k09,4.0
2,,,,model-g3.bpmn;Activity_1ru2k09,3439061.291,model-g3.bpmn,Activity_1ru2k09,4.0
2,3439065.4545,3439182.1255,116.671,model-g3.bpmn;Activity_1ru2k09,3439069.618,model-g3.bpmn,Activity_1ru2k09,4.0
2,,,,model-g3.bpmn;Activity_07i7xot,3439186.311,model-g3.bpmn,Activity_07i7xot,4.0
2,3439240.4515,3439332.1205,91.669,model-g3.bpmn;Activity_07i7xot,3439244.633,model-g3.bpmn,Activity_07i7xot,4.0
2,,,,model-g3.bpmn;Activity_07i7xot,3439336.288,model-g3.bpmn,Activity_07i7xot,4.0
2,,,,model-g3.bpmn;Process_1vj4efq,3439386.335,model-g3.bpmn,Process_1vj4efq,4.0
2,3439415.482,3439573.7415,158.2595,model-g3.bpmn;Process_1vj4efq,3439436.306,model-g3.bpmn,Process_1vj4efq,4.0
2,,,,model-g3.bpmn;Activity_0blwcvj,3439577.904,model-g3.bpmn,Activity_0blwcvj,4.0
2,,,,model-g3.bpmn;Activity_0blwcvj,3439644.582,model-g3.bpmn,Activity_0blwcvj,4.0
2,3439657.057,3439757.106,100.049,model-g3.bpmn;Activity_0blwcvj,3439661.225,model-g3.bpmn,Activity_0blwcvj,4.0
2,,,,model-g3.bpmn;Gateway_00v61zr,3439761.29,model-g3.bpmn,Gateway_00v61zr,4.0
2,,,,model-g3.bpmn;Gateway_00v61zr,3439836.234,model-g3.bpmn,Gateway_00v61zr,4.0
2,3439848.701,3439932.039,83.338,model-g3.bpmn;Gateway_00v61zr,3439852.867,model-g3.bpmn,Gateway_00v61zr,4.0
2,,,,model-g3.bpmn;Activity_1s6i798,3439936.219,model-g3.bpmn,Activity_1s6i798,4.0
