participant,Fixation Start,Fixation End,Fixation Duration,tabName_element,Timestamp,tabName,element,taskId
KP1-no,,,,F2_Scan_Container.bpmn;nan,5625721.507,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5625754.819,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5625779.813,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5625804.812,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5625821.501,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5625904.806,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5625946.478,F2_Scan_Container.bpmn,,4.0
KP1-no,5625975.6595,5626100.6275,124.968,F2_Scan_Container.bpmn;nan,5625988.155,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626104.789,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626121.463,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626221.478,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626254.842,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626271.437,F2_Scan_Container.bpmn,,4.0
KP1-no,5626333.9335,5626417.309,83.3755,F2_Scan_Container.bpmn;nan,5626338.106,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626421.541,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626496.433,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626529.763,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626596.427,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626646.42,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626679.719,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626746.4,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626804.762,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626938.051,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5626971.385,F2_Scan_Container.bpmn,,4.0
KP1-no,5627175.4965,5627258.838,83.3415,F2_Scan_Container.bpmn;Process_1jt1th5,5627179.657,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0rzp71x,5627263.009,F2_Scan_Container.bpmn,Activity_0rzp71x,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0rzp71x,5627337.98,F2_Scan_Container.bpmn,Activity_0rzp71x,4.0
KP1-no,5627342.147,5627508.8475,166.7005,F2_Scan_Container.bpmn;Activity_0rzp71x,5627346.314,F2_Scan_Container.bpmn,Activity_0rzp71x,4.0
KP1-no,,,,F2_Scan_Container.bpmn;title-for-questionID_4,5627512.991,F2_Scan_Container.bpmn,title-for-questionID_4,4.0
KP1-no,,,,F2_Scan_Container.bpmn;title-for-questionID_4,5627604.642,F2_Scan_Container.bpmn,title-for-questionID_4,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5627662.968,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5627729.596,F2_Scan_Container.bpmn,,4.0
KP1-no,5627742.098,5627850.438,108.34,F2_Scan_Container.bpmn;nan,5627746.264,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5627854.585,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5627929.572,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_1diad7h,5627954.568,F2_Scan_Container.bpmn,Activity_1diad7h,4.0
KP1-no,5628017.108,5628192.0665,174.9585,F2_Scan_Container.bpmn;Activity_1diad7h,5628021.263,F2_Scan_Container.bpmn,Activity_1diad7h,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_1diad7h,5628196.212,F2_Scan_Container.bpmn,Activity_1diad7h,4.0
KP1-no,5628208.71,5628383.688,174.978,F2_Scan_Container.bpmn;Process_1jt1th5,5628212.877,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5628387.854,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;DataOutputAssociation_0nnqakn,5628462.876,F2_Scan_Container.bpmn,DataOutputAssociation_0nnqakn,4.0
KP1-no,,,,F2_Scan_Container.bpmn;DataObjectReference_0ow0wmh,5628487.854,F2_Scan_Container.bpmn,DataObjectReference_0ow0wmh,4.0
KP1-no,,,,F2_Scan_Container.bpmn;DataObjectReference_0ow0wmh,5628521.192,F2_Scan_Container.bpmn,DataObjectReference_0ow0wmh,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5628596.174,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5628662.854,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5628712.816,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5628771.188,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5628796.14,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0rzp71x,5628837.866,F2_Scan_Container.bpmn,Activity_0rzp71x,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0rzp71x,5628862.806,F2_Scan_Container.bpmn,Activity_0rzp71x,4.0
KP1-no,5628883.6395,5629033.6325,149.993,F2_Scan_Container.bpmn;Activity_0rzp71x,5628887.802,F2_Scan_Container.bpmn,Activity_0rzp71x,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0p4iubr,5629037.792,F2_Scan_Container.bpmn,Activity_0p4iubr,4.0
KP1-no,5629133.618,5629250.287,116.669,F2_Scan_Container.bpmn;Activity_0p4iubr,5629137.78,F2_Scan_Container.bpmn,Activity_0p4iubr,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0p4iubr,5629262.785,F2_Scan_Container.bpmn,Activity_0p4iubr,4.0
KP1-no,5629283.5945,5629416.9215,133.327,F2_Scan_Container.bpmn;Process_1jt1th5,5629296.117,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0p4iubr,5629421.105,F2_Scan_Container.bpmn,Activity_0p4iubr,4.0
KP1-no,5629433.588,5629575.2285,141.6405,F2_Scan_Container.bpmn;Process_1jt1th5,5629437.772,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5629579.401,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5629646.065,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,5629675.247,5629775.2245,99.9775,F2_Scan_Container.bpmn;Activity_0q6113f,5629679.408,F2_Scan_Container.bpmn,Activity_0q6113f,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0q6113f,5629779.382,F2_Scan_Container.bpmn,Activity_0q6113f,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5629804.382,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;DataObjectReference_0it8xke,5629846.025,F2_Scan_Container.bpmn,DataObjectReference_0it8xke,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5629896.077,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0q6113f,5629946.014,F2_Scan_Container.bpmn,Activity_0q6113f,4.0
KP1-no,5630033.521,5630141.852,108.331,F2_Scan_Container.bpmn;Process_1jt1th5,5630037.687,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5630145.991,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;file-explorer-file_F1_Offload_Container.bpmn,5630329.307,F2_Scan_Container.bpmn,file-explorer-file_F1_Offload_Container.bpmn,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5630462.621,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5630512.635,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;file-explorer-file_F3_Store_Container_Temporarily.bpmn,5630570.946,F2_Scan_Container.bpmn,file-explorer-file_F3_Store_Container_Temporarily.bpmn,4.0
KP1-no,,,,F2_Scan_Container.bpmn;file-explorer-file_F3_Store_Container_Temporarily.bpmn,5630637.616,F2_Scan_Container.bpmn,file-explorer-file_F3_Store_Container_Temporarily.bpmn,4.0
KP1-no,,,,F2_Scan_Container.bpmn;file-explorer-file_F2_Scan_Container.bpmn,5630687.614,F2_Scan_Container.bpmn,file-explorer-file_F2_Scan_Container.bpmn,4.0
KP1-no,,,,F2_Scan_Container.bpmn;file-explorer-file_F1_Offload_Container.bpmn,5630712.593,F2_Scan_Container.bpmn,file-explorer-file_F1_Offload_Container.bpmn,4.0
KP1-no,,,,F2_Scan_Container.bpmn;file-explorer-area,5630737.704,F2_Scan_Container.bpmn,file-explorer-area,4.0
KP1-no,5630750.1475,5630975.09,224.9425,F2_Scan_Container.bpmn;nan,5630762.588,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;title-for-questionID_4,5630979.251,F2_Scan_Container.bpmn,title-for-questionID_4,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5631020.892,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5631079.253,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5631104.217,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5631129.217,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5631170.876,F2_Scan_Container.bpmn,,4.0
KP1-no,5631175.044,5631300.028,124.984,F2_Scan_Container.bpmn;nan,5631179.212,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5631304.197,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5631379.189,F2_Scan_Container.bpmn,,4.0
KP1-no,5631400.032,5631500.0355,100.0035,F2_Scan_Container.bpmn;nan,5631404.216,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5631504.199,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5631529.205,F2_Scan_Container.bpmn,,4.0
KP1-no,5631600.035,5631741.658,141.623,F2_Scan_Container.bpmn;nan,5631604.203,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5631745.818,F2_Scan_Container.bpmn,,4.0
KP1-no,5631758.3115,5631916.6245,158.313,F2_Scan_Container.bpmn;nan,5631770.806,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5631920.79,F2_Scan_Container.bpmn,,4.0
KP1-no,5631933.345,5632024.9475,91.6025,F2_Scan_Container.bpmn;nan,5631945.787,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5632029.114,F1_Offload_Container.bpmn,,4.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5632070.774,F1_Offload_Container.bpmn,,4.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_4,5632129.105,F1_Offload_Container.bpmn,title-for-questionID_4,4.0
KP1-no,5632133.322,5632233.315,99.993,F1_Offload_Container.bpmn;title-for-questionID_4,5632145.764,F1_Offload_Container.bpmn,title-for-questionID_4,4.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5632245.762,F1_Offload_Container.bpmn,,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5632404.14,F1_Offload_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0ytwixr,5632445.741,F1_Offload_Container.bpmn,Activity_0ytwixr,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5632529.1,F1_Offload_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5632554.068,F1_Offload_Container.bpmn,Process_1jt1th5,4.0
KP1-no,5632699.8905,5633008.218,308.3275,F1_Offload_Container.bpmn;Activity_010rs8r,5632704.078,F1_Offload_Container.bpmn,Activity_010rs8r,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0ytwixr,5633020.719,F1_Offload_Container.bpmn,Activity_0ytwixr,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0ytwixr,5633112.342,F1_Offload_Container.bpmn,Activity_0ytwixr,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0ytwixr,5633162.32,F1_Offload_Container.bpmn,Activity_0ytwixr,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5633195.647,F1_Offload_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5633212.371,F1_Offload_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5633295.636,F1_Offload_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5633370.641,F1_Offload_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_01cta4a,5633420.694,F1_Offload_Container.bpmn,Activity_01cta4a,4.0
KP1-no,5633466.4545,5633566.462,100.0075,F1_Offload_Container.bpmn;Activity_01cta4a,5633470.625,F1_Offload_Container.bpmn,Activity_01cta4a,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_01cta4a,5633578.953,F1_Offload_Container.bpmn,Activity_01cta4a,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_01cta4a,5633620.598,F1_Offload_Container.bpmn,Activity_01cta4a,4.0
KP1-no,5633624.7665,5633716.423,91.6565,F1_Offload_Container.bpmn;Activity_01cta4a,5633628.935,F1_Offload_Container.bpmn,Activity_01cta4a,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_01cta4a,5633720.589,F1_Offload_Container.bpmn,Activity_01cta4a,4.0
KP1-no,5633724.761,5633841.4375,116.6765,F1_Offload_Container.bpmn;Activity_01cta4a,5633728.933,F1_Offload_Container.bpmn,Activity_01cta4a,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_1gumzzz,5633853.939,F1_Offload_Container.bpmn,Activity_1gumzzz,4.0
KP1-no,5633883.0725,5634091.4495,208.377,F1_Offload_Container.bpmn;Activity_1gumzzz,5633887.238,F1_Offload_Container.bpmn,Activity_1gumzzz,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_15cee8u,5634095.58,F1_Offload_Container.bpmn,Activity_15cee8u,4.0
KP1-no,5634133.077,5634299.6915,166.6145,F1_Offload_Container.bpmn;Activity_15cee8u,5634137.242,F1_Offload_Container.bpmn,Activity_15cee8u,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5634303.86,F1_Offload_Container.bpmn,Process_1jt1th5,4.0
KP1-no,5634391.3675,5634483.035,91.6675,F1_Offload_Container.bpmn;Process_1jt1th5,5634395.555,F1_Offload_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5634487.219,F1_Offload_Container.bpmn,Process_1jt1th5,4.0
KP1-no,5634491.369,5634558.0125,66.6435,F1_Offload_Container.bpmn;Activity_0f5f29o,5634495.519,F1_Offload_Container.bpmn,Activity_0f5f29o,4.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5634562.193,F1_Offload_Container.bpmn,Activity_0f5f29o,4.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5634628.819,F1_Offload_Container.bpmn,,4.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5634745.489,F1_Offload_Container.bpmn,,4.0
KP1-no,,,,F1_Offload_Container.bpmn;tab-header-tab-link-to_F1_Offload_Container.bpmn,5634795.485,F1_Offload_Container.bpmn,tab-header-tab-link-to_F1_Offload_Container.bpmn,4.0
KP1-no,,,,F1_Offload_Container.bpmn;file-explorer-file_F1_Offload_Container.bpmn,5634837.155,F1_Offload_Container.bpmn,file-explorer-file_F1_Offload_Container.bpmn,4.0
KP1-no,,,,F1_Offload_Container.bpmn;file-explorer-file_F3_Store_Container_Temporarily.bpmn,5634912.165,F1_Offload_Container.bpmn,file-explorer-file_F3_Store_Container_Temporarily.bpmn,4.0
KP1-no,5634916.316,5635107.9325,191.6165,F1_Offload_Container.bpmn;file-explorer-file_F3_Store_Container_Temporarily.bpmn,5634920.467,F1_Offload_Container.bpmn,file-explorer-file_F3_Store_Container_Temporarily.bpmn,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5635112.1,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5635195.451,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5635395.427,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5635428.729,F2_Scan_Container.bpmn,,4.0
KP1-no,5635491.2335,5635582.9135,91.68,F2_Scan_Container.bpmn;nan,5635495.409,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5635587.078,F2_Scan_Container.bpmn,,4.0
KP1-no,5635624.571,5635757.9,133.329,F2_Scan_Container.bpmn;nan,5635637.059,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5635762.098,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5635828.694,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5636053.66,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;title-for-questionID_4,5636128.652,F2_Scan_Container.bpmn,title-for-questionID_4,4.0
KP1-no,,,,F2_Scan_Container.bpmn;title-for-questionID_4,5636145.406,F2_Scan_Container.bpmn,title-for-questionID_4,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5636170.409,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5636261.968,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5636495.294,F2_Scan_Container.bpmn,,4.0
KP1-no,5636691.152,5636774.41,83.258,F2_Scan_Container.bpmn;nan,5636695.31,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5636778.577,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;title-for-questionID_4,5636820.237,F2_Scan_Container.bpmn,title-for-questionID_4,4.0
KP1-no,5636841.1135,5636966.0645,124.951,F2_Scan_Container.bpmn;nan,5636845.32,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;nan,5636970.234,F2_Scan_Container.bpmn,,4.0
KP1-no,5636991.0615,5637099.3755,108.314,F2_Scan_Container.bpmn;nan,5636995.231,F2_Scan_Container.bpmn,,4.0
KP1-no,,,,F2_Scan_Container.bpmn;DataObjectReference_0omovm1,5637103.54,F2_Scan_Container.bpmn,DataObjectReference_0omovm1,4.0
KP1-no,5637241.0415,5637374.3765,133.335,F2_Scan_Container.bpmn;DataObjectReference_0omovm1,5637253.535,F2_Scan_Container.bpmn,DataObjectReference_0omovm1,4.0
KP1-no,,,,F2_Scan_Container.bpmn;DataObjectReference_0omovm1,5637378.543,F2_Scan_Container.bpmn,DataObjectReference_0omovm1,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5637511.839,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;DataObjectReference_0p12369_label,5637645.146,F2_Scan_Container.bpmn,DataObjectReference_0p12369_label,4.0
KP1-no,,,,F2_Scan_Container.bpmn;DataObjectReference_0p12369_label,5637670.202,F2_Scan_Container.bpmn,DataObjectReference_0p12369_label,4.0
KP1-no,5637707.641,5637865.96,158.319,F2_Scan_Container.bpmn;Process_1jt1th5,5637711.81,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;DataObjectReference_0p12369_label,5637870.121,F2_Scan_Container.bpmn,DataObjectReference_0p12369_label,4.0
KP1-no,,,,F2_Scan_Container.bpmn;DataObjectReference_0p12369_label,5637970.111,F2_Scan_Container.bpmn,DataObjectReference_0p12369_label,4.0
KP1-no,5637974.2755,5638090.929,116.6535,F2_Scan_Container.bpmn;Process_1jt1th5,5637978.44,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5638095.094,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,5638157.6265,5638282.585,124.9585,F2_Scan_Container.bpmn;Process_1jt1th5,5638161.757,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5638286.762,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,5638332.619,5638465.894,133.275,F2_Scan_Container.bpmn;Activity_0p4iubr,5638336.838,F2_Scan_Container.bpmn,Activity_0p4iubr,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0p4iubr,5638470.065,F2_Scan_Container.bpmn,Activity_0p4iubr,4.0
KP1-no,5638482.554,5638907.52,424.966,F2_Scan_Container.bpmn;Activity_0p4iubr,5638486.721,F2_Scan_Container.bpmn,Activity_0p4iubr,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5638911.702,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5638969.997,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5638986.665,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5639028.429,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5639044.988,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0q6113f,5639128.312,F2_Scan_Container.bpmn,Activity_0q6113f,4.0
KP1-no,5639132.4805,5639340.8205,208.34,F2_Scan_Container.bpmn;Process_1jt1th5,5639136.649,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5639344.955,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0k86p0u,5639411.617,F2_Scan_Container.bpmn,Activity_0k86p0u,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0k86p0u,5639428.279,F2_Scan_Container.bpmn,Activity_0k86p0u,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5639494.94,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,5639499.154,5639790.7895,291.6355,F2_Scan_Container.bpmn;Process_1jt1th5,5639503.368,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5639794.903,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5639878.23,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5639894.916,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0q6113f,5639928.322,F2_Scan_Container.bpmn,Activity_0q6113f,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Flow_1fe8q4c_label,5639986.654,F2_Scan_Container.bpmn,Flow_1fe8q4c_label,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Gateway_1j1l81g,5640078.205,F2_Scan_Container.bpmn,Gateway_1j1l81g,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Gateway_1j1l81g_label,5640153.198,F2_Scan_Container.bpmn,Gateway_1j1l81g_label,4.0
KP1-no,5640182.362,5640265.685,83.323,F2_Scan_Container.bpmn;DataOutputAssociation_1uwhzxr,5640186.53,F2_Scan_Container.bpmn,DataOutputAssociation_1uwhzxr,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5640269.849,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,5640290.683,5640565.6815,274.9985,F2_Scan_Container.bpmn;Process_1jt1th5,5640294.848,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5640569.818,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,5640590.648,5640690.6505,100.0025,F2_Scan_Container.bpmn;Process_1jt1th5,5640594.814,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5640694.804,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,5640723.9985,5641165.6175,441.619,F2_Scan_Container.bpmn;Process_1jt1th5,5640728.133,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5641169.816,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Activity_0rzp71x,5641244.84,F2_Scan_Container.bpmn,Activity_0rzp71x,4.0
KP1-no,5641248.9565,5641690.574,441.6175,F2_Scan_Container.bpmn;Process_1jt1th5,5641253.073,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5641694.69,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,5641715.522,5641948.8295,233.3075,F2_Scan_Container.bpmn;Process_1jt1th5,5641719.688,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
KP1-no,,,,F2_Scan_Container.bpmn;Process_1jt1th5,5641952.997,F2_Scan_Container.bpmn,Process_1jt1th5,4.0
